director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes
David S. Ward,107.0,42.0,808.0,Tom Berenger,1000.0,Comedy|Sport,Corbin Bernsen,Major League ,3435,Rene Russo,English,USA,R,11000000.0,854.0
Oliver Parker,100.0,32.0,621.0,Rupert Everett,785.0,Comedy,Lily Cole,St. Trinian's ,3135,Tamsin Egerton,English,UK,PG-13,13500000.0,692.0
Adam Shankman,101.0,163.0,488.0,Peter Coyote,683.0,Drama|Romance,Lauren German,A Walk to Remember ,2436,Paz de la Huerta,English,USA,PG,11000000.0,548.0
Tim Robbins,122.0,0.0,191.0,Celia Weston,276.0,Crime|Drama,Lois Smith,Dead Man Walking ,903,Robert Prosky,English,UK,R,11000000.0,258.0
Kevin Greutert,92.0,52.0,647.0,Shawnee Smith,723.0,Horror|Mystery,Costas Mandylor,Saw VI ,3101,George Newbern,English,Canada,R,11000000.0,651.0
Mel Brooks,92.0,0.0,842.0,Sid Caesar,1000.0,Comedy,Madeline Kahn,History of the World: Part I ,3931,Dom DeLuise,English,USA,R,11000000.0,898.0
Gina Prince-Bythewood,110.0,107.0,549.0,Alicia Keys,664.0,Drama,Nate Parker,The Secret Life of Bees ,3376,Jennifer Hudson,English,USA,PG-13,11000000.0,551.0
Rob Pritts,86.0,5.0,532.0,Vinessa Shaw,584.0,Comedy|Crime,Vincent Pastore,Corky Romano ,3850,Peter Berg,English,USA,PG-13,11000000.0,580.0
Brian De Palma,91.0,0.0,298.0,Gabrielle Carteris,636.0,Crime|Drama|Thriller,Steven Bauer,Raising Cain ,1852,Gregg Henry,English,USA,R,12000000.0,330.0
Tobe Hooper,100.0,365.0,225.0,Bud Cort,425.0,Horror|Sci-Fi,Louise Fletcher,Invaders from Mars ,1661,William Bassett,English,USA,PG,12000000.0,394.0
John Crowley,111.0,34.0,54.0,Fiona Glascott,838.0,Drama|Romance,Julie Walters,Brooklyn ,995,Eva Birthistle,English,UK,PG-13,11000000.0,55.0
Brendan Malloy,89.0,2.0,651.0,Jason London,799.0,Comedy|Sport,Lee Majors,Out Cold ,4291,Thomas Lennon,English,USA,PG-13,11000000.0,711.0
Dustin Hoffman,98.0,0.0,123.0,Sheridan Smith,358.0,Comedy|Drama,Luke Newberry,Quartet ,1114,Pauline Collins,English,UK,PG-13,11000000.0,156.0
Gregory Poirier,95.0,5.0,443.0,Jake Busey,1000.0,Comedy,Shannon Elizabeth,Tomcats ,2729,David Ogden Stiers,English,USA,R,11000000.0,660.0
Sam Raimi,88.0,0.0,795.0,Bridget Fonda,901.0,Comedy|Fantasy|Horror,Patricia Tallman,Army of Darkness ,3913,Embeth Davidtz,English,USA,R,13000000.0,888.0
Dewey Nicks,86.0,4.0,424.0,Gedde Watanabe,960.0,Comedy|Romance,Jaime King,Slackers ,2415,Jim Rash,English,Canada,R,11000000.0,448.0
Philip Saville,125.0,10.0,109.0,Alan Van Sprang,866.0,Biography|Drama|History,Henry Ian Cusick,The Visual Bible: The Gospel of John ,1281,Scott Handy,English,Canada,PG-13,17000000.0,147.0
Daisy von Scherler Mayer,94.0,18.0,183.0,Dash Mihok,658.0,Comedy|Music|Romance,Michael McKean,The Guru ,1559,Jimi Mistry,English,UK,R,11000000.0,463.0
Mira Nair,113.0,300.0,787.0,Chazz Palminteri,1000.0,Comedy|Drama|Romance,Anjelica Huston,The Perez Family ,3072,Vincent Gallo,English,USA,R,11000000.0,979.0
Martin Ritt,124.0,58.0,104.0,Anthony Zerbe,338.0,Drama|History,Frank Finlay,The Molly Maguires ,800,Samantha Eggar,English,USA,PG,11000000.0,275.0
Agnieszka Holland,104.0,238.0,22.0,David Kennedy,60.0,Biography|Drama|Music,Phyllida Law,Copying Beethoven ,150,Angus Barnett,English,USA,PG-13,11000000.0,35.0
Tobe Hooper,120.0,365.0,723.0,Zelda Rubinstein,887.0,Fantasy|Horror,Heather O'Rourke,Poltergeist ,3876,Craig T. Nelson,English,USA,PG,10700000.0,770.0
Rowan Joffe,111.0,17.0,405.0,Sean Harris,845.0,Crime|Drama|Thriller,Sam Riley,Brighton Rock ,3117,Geoff Bell,English,UK,R,12000000.0,641.0
Lisa Azuelos,97.0,15.0,19.0,Lina Esco,142.0,Comedy|Drama|Romance,Nora Dunn,LOL ,248,Alix Freihage,English,USA,PG-13,11000000.0,79.0
Ray Lawrence,118.0,10.0,48.0,Deborra-Lee Furness,172.0,Crime|Drama|Mystery|Thriller,John Howard,Jindabyne ,378,Max Cullen,English,Australia,R,15000000.0,71.0
Oliver Parker,97.0,32.0,327.0,Rupert Everett,893.0,Comedy|Romance,Minnie Driver,An Ideal Husband ,2640,Jeremy Northam,English,UK,PG-13,14000000.0,692.0
Ruairi Robinson,98.0,7.0,507.0,Olivia Williams,805.0,Horror|Sci-Fi|Thriller,Romola Garai,The Last Days on Mars ,2271,Tom Cullen,English,UK,R,7000000.0,766.0
Jaume Balagueró,103.0,57.0,132.0,Giancarlo Giannini,541.0,Horror,Lena Olin,Darkness ,1228,Francesc Pagès,English,USA,PG-13,10600000.0,451.0
Stanley Kubrick,161.0,0.0,73.0,Gary Lockwood,273.0,Adventure|Mystery|Sci-Fi,Keir Dullea,2001: A Space Odyssey ,727,Glenn Beck,English,UK,G,12000000.0,117.0
Léa Pool,97.0,4.0,194.0,Marc Donato,882.0,Adventure|Drama,William Hurt,The Blue Butterfly ,1554,Raoul Max Trujillo,English,Canada,PG,12500000.0,450.0
Floyd Mutrux,99.0,11.0,327.0,Kelli Williams,665.0,Comedy|Drama,Ricky Schroder,There Goes My Baby ,2272,Seymour Cassel,English,USA,R,10500000.0,446.0
Christopher Cain,111.0,58.0,258.0,Taylor Handley,482.0,Drama|History|Romance|Western,Jon Gries,September Dawn ,1526,Trent Ford,,USA,R,11000000.0,362.0
Dean Wright,145.0,0.0,280.0,Eduardo Verástegui,639.0,Drama|History|War,Santiago Cabrera,For Greater Glory: The True Story of Cristiada ,1807,Catalina Sandino Moreno,Spanish,Mexico,R,10818775.0,377.0
Eric Lartigau,106.0,7.0,24.0,Eric Elmosnino,68.0,Comedy|Drama|Music,Karin Viard,La Famille Bélier ,175,François Damiens,French,France,,11000000.0,29.0
Darren Lynn Bousman,121.0,163.0,482.0,Shawnee Smith,723.0,Horror|Mystery,Costas Mandylor,Saw III ,3189,Leigh Whannell,English,USA,R,10000000.0,651.0
James DeMonaco,109.0,65.0,393.0,Joseph Julian Soria,798.0,Action|Horror|Sci-Fi|Thriller,Frank Grillo,The Purge: Election Year ,2480,Mykelti Williamson,English,France,R,10000000.0,465.0
Lee Daniels,109.0,304.0,736.0,Gabourey Sidibe,939.0,Drama,Mo'Nique,Precious ,3276,Mariah Carey,English,USA,R,10000000.0,906.0
Darren Lynn Bousman,96.0,163.0,448.0,Shawnee Smith,723.0,Horror|Mystery,Costas Mandylor,Saw IV ,3492,Angus Macfadyen,English,USA,R,10000000.0,651.0
Geoffrey Sax,101.0,13.0,368.0,Keegan Connor Tracy,494.0,Drama|Horror|Mystery|Thriller,Deborah Kara Unger,White Noise ,2013,Mike Dopud,English,UK,PG-13,10000000.0,392.0
Tyler Perry,107.0,0.0,685.0,Cicely Tyson,1000.0,Comedy|Drama|Romance,Boris Kodjoe,Madea's Family Reunion ,5264,Blair Underwood,English,USA,PG-13,6000000.0,907.0
Stephen Herek,100.0,65.0,577.0,Shaun Weiss,633.0,Comedy|Drama|Family|Sport,Lane Smith,The Mighty Ducks ,3362,Elden Henson,English,USA,PG,10000000.0,613.0
Victor Salva,90.0,108.0,270.0,Patricia Belcher,1000.0,Horror|Mystery,Eileen Brennan,Jeepers Creepers ,1982,Jonathan Breck,English,Germany,R,10000000.0,322.0
Carol Reed,153.0,82.0,139.0,Ron Moody,695.0,Drama|Family|Musical,Oliver Reed,Oliver! ,1593,Jack Wild,English,UK,G,10000000.0,275.0
John Madden,124.0,108.0,186.0,Penelope Wilton,1000.0,Comedy|Drama,Tom Wilkinson,The Best Exotic Marigold Hotel ,1898,Celia Imrie,English,UK,PG-13,10000000.0,400.0
Chuck Sheetz,82.0,6.0,345.0,Andrew Lawrence,759.0,Animation|Comedy|Family|Mystery|Sci-Fi,Diedrich Bader,Recess: School's Out ,2197,Dabney Coleman,English,USA,G,23000000.0,563.0
Mark L. Lester,75.0,73.0,581.0,Vernon Wells,1000.0,Action|Adventure|Thriller,Bill Duke,Commando ,3192,Rae Dawn Chong,English,USA,R,10000000.0,745.0
Marcus Raboy,85.0,7.0,615.0,Mike Epps,723.0,Comedy|Drama,John Witherspoon,Friday After Next ,3712,Katt Williams,English,USA,R,20000000.0,706.0
Michael Schultz,109.0,78.0,619.0,Vanity,854.0,Action|Comedy|Drama|Music,Mike Starr,The Last Dragon ,3394,Keshia Knight Pulliam,English,USA,PG-13,10000000.0,841.0
Brett Leonard,140.0,32.0,120.0,Austin O'Brien,535.0,Horror|Sci-Fi,Jeff Fahey,The Lawnmower Man ,1109,Troy Evans,English,UK,R,10000000.0,211.0
Peter Sollett,90.0,6.0,617.0,Alexis Dziena,904.0,Comedy|Drama|Music|Romance,Ari Graynor,Nick and Norah's Infinite Playlist ,2807,Aaron Yoo,English,USA,PG-13,9000000.0,715.0
Bob Dolman,98.0,7.0,73.0,Eva Amurri Martino,931.0,Comedy|Drama,Erika Christensen,The Banger Sisters ,1917,Sal Lopez,English,USA,R,10000000.0,797.0
Joe Dante,101.0,287.0,257.0,Al Leong,745.0,Fantasy|Horror|Sci-Fi,Albert Brooks,Twilight Zone: The Movie ,1954,Vic Morrow,English,USA,PG,10000000.0,730.0
Rowdy Herrington,114.0,9.0,466.0,Kevin Tighe,623.0,Action|Thriller,Ben Gazzara,Road House ,2484,Kelly Lynch,English,USA,R,17000000.0,472.0
Keenen Ivory Wayans,100.0,322.0,534.0,Salli Richardson-Whitfield,851.0,Action|Comedy|Crime,Jada Pinkett Smith,A Low Down Dirty Shame ,3190,Charles S. Dutton,English,USA,R,10000000.0,543.0
John Polson,85.0,21.0,782.0,Shiri Appleby,931.0,Drama|Thriller,Erika Christensen,Swimfan ,3819,Jason Ritter,English,USA,PG-13,8500000.0,855.0
Greg Coolidge,103.0,27.0,534.0,Danny Woodburn,1000.0,Comedy|Romance,Dane Cook,Employee of the Month ,4441,Jessica Simpson,English,USA,PG-13,12000000.0,809.0
Harry Elfont,100.0,4.0,678.0,Lauren Ambrose,982.0,Comedy|Romance,Ethan Embry,Can't Hardly Wait ,4259,Charlie Korsmo,English,USA,PG-13,10000000.0,945.0
David Cronenberg,103.0,0.0,275.0,Herbert Lom,1000.0,Horror|Sci-Fi|Thriller,Tom Skerritt,The Dead Zone ,2013,Anthony Zerbe,English,USA,R,10000000.0,278.0
Ciarán Foy,97.0,11.0,220.0,James Ransone,1000.0,Horror|Mystery|Thriller,Laila Haley,Sinister 2 ,2403,Jaden Klein,English,USA,R,10000000.0,412.0
Salim Akil,116.0,70.0,706.0,Curtis Armstrong,1000.0,Drama|Music,Omari Hardwick,Sparkle ,5804,Mike Epps,English,USA,PG-13,17000000.0,876.0
Jamie Blanks,96.0,9.0,448.0,Jessica Capshaw,690.0,Horror|Mystery|Thriller,Marley Shelton,Valentine ,2402,Johnny Whitworth,English,USA,R,10000000.0,533.0
Leon Ichaso,123.0,5.0,338.0,Clarence Williams III,556.0,Drama|Thriller,Khandi Alexander,Sugar Hill ,2149,Steve Harris,English,USA,R,10000000.0,475.0
Joseph Zito,107.0,17.0,53.0,Richard Lynch,371.0,Action|Thriller,Billy Drago,Invasion U.S.A. ,857,Eddie Jones,English,USA,R,10000000.0,324.0
Colin Strause,97.0,25.0,861.0,Donald Faison,929.0,Action|Sci-Fi|Thriller,David Zayas,Skyline ,3679,Brittany Daniel,English,USA,PG-13,10000000.0,927.0
John Madden,122.0,108.0,111.0,Celia Imrie,220.0,Comedy|Drama,Tina Desai,The Second Best Exotic Marigold Hotel ,583,Ronald Pickup,English,UK,PG,10000000.0,186.0
Patricia Rozema,101.0,22.0,558.0,Jane Krakowski,918.0,Drama|Family,Julia Ormond,Kit Kittredge: An American Girl ,3317,Willow Smith,English,USA,G,10000000.0,624.0
Mark Rosman,100.0,15.0,804.0,Chris Noth,1000.0,Comedy|Family|Romance,Ben Feldman,The Perfect Man ,4789,Vanessa Lengies,English,USA,PG,25000000.0,962.0
Steve Oedekerk,81.0,176.0,39.0,Simon Rhee,176.0,Action|Comedy,Steve Oedekerk,Kung Pow: Enter the Fist ,361,Jennifer Tung,English,USA,PG-13,10000000.0,67.0
Ron Underwood,96.0,31.0,536.0,Ariana Richards,651.0,Comedy|Horror|Sci-Fi,Reba McEntire,Tremors ,3119,Michael Gross,English,USA,PG-13,11000000.0,610.0
James Foley,110.0,164.0,45.0,Paul Ben-Victor,258.0,Action|Crime|Drama|Mystery|Thriller,Byron Mann,The Corruptor ,571,Kim Chan,English,USA,R,30000000.0,218.0
Robert Ben Garant,84.0,134.0,307.0,Thomas Lennon,655.0,Comedy|Crime,Wendi McLendon-Covey,Reno 911!: Miami ,2737,Carlos Alazraqui,English,USA,R,10000000.0,651.0
Morgan Spurlock,106.0,293.0,547.0,Zayn Malik,773.0,Documentary|Music,Harry Styles,One Direction: This Is Us ,2787,Niall Horan,English,USA,PG,10000000.0,734.0
Tuck Tucker,76.0,14.0,636.0,Vincent Schiavelli,1000.0,Adventure|Animation|Comedy|Family,Jennifer Jason Leigh,Hey Arnold! The Movie ,3752,Paul Sorvino,English,USA,PG,3000000.0,811.0
Theodore Witcher,104.0,28.0,582.0,Nia Long,962.0,Drama|Romance,Leonard Roberts,Love Jones ,3871,Larenz Tate,English,USA,R,10000000.0,826.0
Joel Edgerton,108.0,0.0,458.0,Allison Tolman,1000.0,Mystery|Thriller,Busy Philipps,The Gift ,3215,Wendell Pierce,English,USA,R,5000000.0,562.0
Jim Hanon,108.0,2.0,30.0,Chad Allen,772.0,Adventure|Drama,Chase Ellison,End of the Spear ,1058,Jack Guzman,English,USA,PG-13,10000000.0,232.0
Mike Judge,89.0,406.0,759.0,Stephen Root,989.0,Comedy,Gary Cole,Office Space ,3462,Diedrich Bader,English,USA,R,10000000.0,939.0
Brian De Palma,114.0,0.0,298.0,Dennis Franz,537.0,Mystery|Thriller,Melanie Griffith,Body Double ,1856,Gregg Henry,English,USA,R,10000000.0,376.0
Jorma Taccone,95.0,434.0,472.0,Will Forte,1000.0,Action|Comedy|Romance,Jasper Cole,MacGruber ,2618,Powers Boothe,English,USA,R,10000000.0,622.0
Stephen Frears,97.0,350.0,250.0,Benedict Wong,460.0,Crime|Drama|Thriller,Sophie Okonedo,Dirty Pretty Things ,1334,Sergi López,English,UK,R,10000000.0,372.0
Jeff Lowell,95.0,4.0,655.0,William Morgan Sheppard,939.0,Comedy|Fantasy|Romance,Stephen Root,Over Her Dead Body ,3651,Wendi McLendon-Covey,English,USA,PG-13,10000000.0,702.0
Tony Kaye,101.0,194.0,602.0,Beverly D'Angelo,1000.0,Crime|Drama,Ethan Suplee,American History X ,3858,Stacy Keach,English,USA,R,7500000.0,816.0
Marcus Dunstan,82.0,87.0,444.0,Johanna Braddy,1000.0,Action|Horror|Thriller,Daniel Sharman,The Collection ,3818,Lee Tergesen,English,USA,R,10000000.0,581.0
Timothy Björklund,74.0,0.0,719.0,Kelsey Grammer,886.0,Animation|Comedy|Family|Fantasy|Musical,Nathan Lane,Teacher's Pet ,5139,Jerry Stiller,English,USA,PG,10000000.0,808.0
François Girard,130.0,63.0,2.0,Clotilde Mollet,24.0,Drama|Music|Mystery|Romance,Johannes Silberschneider,The Red Violin ,29,Carlo Cecchi,French,Canada,R,10000000.0,3.0
David Lynch,112.0,0.0,201.0,Richard Farnsworth,874.0,Biography|Drama,Sissy Spacek,The Straight Story ,1351,Everett McGill,English,France,G,10000000.0,262.0
Jason Bateman,89.0,0.0,322.0,Philip Baker Hall,628.0,Comedy|Drama,Beth Grant,Bad Words ,2061,Patricia Belcher,English,USA,R,10000000.0,497.0
Allan Arkush,78.0,13.0,378.0,Randy Quaid,753.0,Comedy|Sci-Fi,Bernadette Peters,Heartbeeps ,2791,Christopher Guest,English,USA,PG,10000000.0,695.0
Mike Binder,121.0,57.0,664.0,Gillian Jacobs,1000.0,Drama,Jennifer Ehle,Black or White ,3745,Jillian Estell,English,USA,PG-13,9000000.0,837.0
Eric Bross,85.0,49.0,401.0,Tamala Jones,719.0,Comedy|Family|Romance,Jerry Stiller,On the Line ,2446,Dave Foley,English,USA,PG,16000000.0,405.0
Luca Guadagnino,120.0,64.0,72.0,Waris Ahluwalia,144.0,Drama|Romance,Flavio Parenti,I Am Love ,474,Alba Rohrwacher,Italian,Italy,R,10000000.0,110.0
John Putch,111.0,60.0,699.0,Diedrich Bader,823.0,Drama|Mystery|Sci-Fi,Robert Picardo,Atlas Shrugged II: The Strike ,5262,Esai Morales,English,USA,PG-13,10000000.0,759.0
Steven Soderbergh,89.0,0.0,132.0,Lesley Ann Warren,402.0,Crime|Drama|Mystery|Thriller,Peter Fonda,The Limey ,1335,William Lucking,English,USA,R,9000000.0,296.0
Terence Davies,135.0,25.0,553.0,Anthony LaPaglia,902.0,Drama|Romance,Eric Stoltz,The House of Mirth ,2735,Elizabeth McGovern,English,UK,PG,10000000.0,576.0
Harley Cokeliss,92.0,4.0,311.0,Tracey Walter,754.0,Action|Drama|Thriller,Cliff Robertson,Malone ,1891,Dennis Burkley,English,USA,R,10000000.0,324.0
Victor Salva,120.0,108.0,400.0,Tim DeKay,634.0,Drama|Romance|Sport,Scott Mechlowicz,Peaceful Warrior ,2673,Agnes Bruckner,English,Germany,PG-13,10000000.0,436.0
Tom Brady,97.0,105.0,269.0,Kevin Nealon,982.0,Comedy,Don Johnson,Bucky Larson: Born to Be a Star ,2603,Nicholas Turturro,English,USA,R,10000000.0,503.0
Spike Lee,135.0,0.0,851.0,Michael Rapaport,1000.0,Comedy|Drama|Music,Gillian White,Bamboozled ,4266,Jada Pinkett Smith,English,USA,R,10000000.0,975.0
Jason Zada,93.0,4.0,4.0,Stephanie Vogt,533.0,Horror|Mystery|Thriller,Eoin Macken,The Forest ,578,Gen Seto,English,USA,PG-13,10000000.0,35.0
Franklin J. Schaffner,118.0,76.0,249.0,William Hootkins,902.0,Adventure|Mystery|Thriller,Frank Langella,Sphinx ,2079,John Gielgud,English,USA,PG,14000000.0,488.0
Chris Weitz,98.0,129.0,221.0,Eddie 'Piolin' Sotelo,749.0,Drama|Romance,Demián Bichir,A Better Life ,2214,Robert Peters,English,USA,PG-13,10000000.0,252.0
David Cronenberg,98.0,0.0,258.0,John Neville,530.0,Drama|Mystery|Thriller,Miranda Richardson,Spider ,1381,Lynn Redgrave,English,Canada,R,8000000.0,387.0
John Waters,87.0,0.0,503.0,Melanie Griffith,975.0,Comedy|Crime|Thriller,Alicia Witt,Cecil B. DeMented ,3059,Kevin Nealon,English,France,R,10000000.0,537.0
Bob Odenkirk,93.0,0.0,622.0,Lee Majors,966.0,Comedy,Jenna Fischer,The Brothers Solomon ,3307,Will Forte,English,USA,R,10000000.0,799.0
Guy Ritchie,89.0,0.0,119.0,Jeanne Tripplehorn,990.0,Comedy|Romance,Bruce Greenwood,Swept Away ,2006,David Thornton,English,UK,R,10000000.0,711.0
Joshua Seftel,107.0,0.0,91.0,Sergej Trifunovic,603.0,Action|Comedy|Thriller,Bashar Rahal,"War, Inc. ",988,Ned Bellamy,English,USA,R,10000000.0,175.0
Stephen Chow,85.0,0.0,51.0,Karen Mok,478.0,Action|Comedy|Sport,Wei Zhao,Shaolin Soccer ,700,Kwok-Kwan Chan,Cantonese,Hong Kong,PG,10000000.0,83.0
Claude Chabrol,101.0,324.0,28.0,François Cluzet,678.0,Comedy|Crime|Thriller,Isabelle Huppert,The Swindle ,1256,Michel Serrault,French,France,,60000000.0,541.0
Dan Harris,111.0,24.0,83.0,Ryan Donowho,374.0,Comedy|Drama,Kip Pardue,Imaginary Heroes ,768,Larry Fessenden,English,USA,R,4000000.0,181.0
Mel Smith,86.0,302.0,428.0,Danny Dyer,893.0,Action|Comedy|Drama,Minnie Driver,High Heels and Low Lifes ,3049,Mary McCormack,English,UK,R,10000000.0,798.0
Christopher Smith,90.0,76.0,345.0,Toby Stephens,798.0,Comedy|Horror|Thriller,Danny Dyer,Severance ,2217,Laura Harris,English,UK,R,5000000.0,769.0
Stuart Gordon,82.0,216.0,885.0,Dulé Hill,1000.0,Drama|Thriller,Joe Mantegna,Edmond ,5761,Jeffrey Combs,English,USA,R,10000000.0,922.0
Rafa Lara,125.0,21.0,36.0,Andrés Montiel,78.0,Drama|History|War,Jorge Luis Moreno,"Cinco de Mayo, La Batalla ",221,William Miller,Spanish,Mexico,R,10000000.0,61.0
Michael Radford,97.0,53.0,499.0,Jared Gilman,962.0,Comedy|Drama|Romance,Chris Noth,Elsa & Fred ,3465,James Brolin,English,USA,PG-13,10000000.0,545.0
Arthur Hiller,86.0,71.0,385.0,Harvey Weinstein,795.0,Comedy,Eric Idle,An Alan Smithee Film: Burn Hollywood Burn ,2655,Ryan O'Neal,English,USA,R,10000000.0,474.0
Julio DePietro,90.0,0.0,617.0,Scott Porter,806.0,Comedy|Romance,Adrian Martinez,The Good Guy ,3124,Aaron Yoo,English,USA,R,8000000.0,690.0
Katherine Dieckmann,90.0,8.0,495.0,Minnie Driver,1000.0,Comedy|Drama,Stephanie Szostak,Motherhood ,3146,Anthony Edwards,English,USA,PG-13,5000000.0,893.0
Kim Farrant,112.0,93.0,51.0,Reef Ireland,147.0,Drama|Mystery|Thriller,Nicholas Hamilton,Strangerland ,285,Sean Keenan,English,Australia,R,10000000.0,52.0
Scott Marshall,93.0,7.0,611.0,Drew Waters,906.0,Comedy|Romance,Drew Fuller,Blonde Ambition ,4725,Larry Miller,English,USA,PG-13,10000000.0,848.0
Álex de la Iglesia,104.0,275.0,102.0,Leonor Watling,439.0,Crime|Mystery|Thriller,Jim Carter,The Oxford Murders ,940,Danny Sapani,English,Spain,R,10000000.0,161.0
Patrick Lussier,99.0,71.0,126.0,Craig Fairbrass,298.0,Drama|Fantasy|Horror|Thriller,Teryl Rothery,White Noise 2: The Light ,934,Adrian Holmes,English,USA,PG-13,10000000.0,258.0
Robert Adetuyi,91.0,8.0,111.0,Mishael Morgan,485.0,Drama|Music,Shane Pollard,You Got Served: Beat the World ,964,Chase Armitage,English,Canada,PG-13,10000000.0,152.0
Taedong Park,85.0,0.0,196.0,Tom Arnold,1000.0,Adventure|Animation,Drake Bell,Jungle Shuffle ,2259,Amanda Troop,English,South Korea,,10000000.0,618.0
Benedikt Erlingsson,81.0,4.0,5.0,Charlotte Bøving,63.0,Comedy|Drama|Romance,Ingvar Eggert Sigurðsson,Of Horses and Men ,81,Sigríður María Egilsdóttir,Icelandic,Iceland,,10000000.0,10.0
Gurinder Chadha,100.0,98.0,95.0,Mark Addy,1000.0,Comedy|Drama|Horror|Romance,Sendhil Ramamurthy,It's a Wonderful Afterlife ,2227,Shabana Azmi,English,UK,PG-13,10000000.0,891.0
Jason Connery,90.0,110.0,711.0,Henry Rollins,1000.0,Action|Horror|Sci-Fi,Ray Winstone,The Devil's Tomb ,3937,Jason London,English,USA,R,10000000.0,898.0
Vic Sarin,116.0,24.0,46.0,Jesse Moss,183.0,Drama|Romance,Jimi Mistry,Partition ,428,John Light,English,Canada,R,10000000.0,136.0
Jim Issa,84.0,5.0,482.0,Luke Perry,670.0,Comedy,Elaine Hendrix,Good Intentions ,2739,Jon Gries,English,USA,PG-13,10000000.0,608.0
Jee-woon Kim,135.0,419.0,7.0,Woo-sung Jung,398.0,Action|Adventure|Comedy|Western,Kang-ho Song,"The Good, the Bad, the Weird ",569,Dal-su Oh,Korean,South Korea,R,10000000.0,149.0
Douglas Aarniokoski,84.0,36.0,899.0,Katrina Bowden,1000.0,Horror|Thriller,Boris Kodjoe,Nurse 3D ,4686,Kathleen Turner,English,USA,R,10000000.0,948.0
William Phillips,89.0,3.0,499.0,Callum Rennie,764.0,Action|Comedy|Drama|Western,Tyler Mane,Gunless ,2876,Dustin Milligan,English,Canada,,10000000.0,716.0
Andy Garcia,144.0,0.0,195.0,Victor Rivers,786.0,Drama|Romance,Danny Pino,The Lost City ,1674,Enrique Murciano,English,USA,R,9600000.0,228.0
Steve Carr,98.0,41.0,525.0,Mike Epps,723.0,Comedy,John Witherspoon,Next Friday ,3939,Rolando Molina,English,USA,R,9500000.0,706.0
Lewis Gilbert,117.0,43.0,244.0,Burt Kwouk,742.0,Action|Adventure|Thriller,Donald Pleasence,You Only Live Twice ,2127,Desmond Llewelyn,English,UK,Approved,9500000.0,462.0
Michael Haneke,127.0,0.0,319.0,Emmanuelle Riva,678.0,Drama|Romance,Isabelle Huppert,Amour ,1557,Jean-Louis Trintignant,French,France,PG-13,8900000.0,432.0
Gary Sherman,98.0,17.0,770.0,Heather O'Rourke,1000.0,Horror|Thriller,Tom Skerritt,Poltergeist III ,3827,Zelda Rubinstein,English,USA,PG-13,10500000.0,887.0
Valeri Milev,88.0,6.0,200.0,Roger Cross,557.0,Action|Horror,Daniella Alonso,Re-Kill ,1702,Jesse Garcia,English,USA,R,9500000.0,290.0
Gerald Potterton,90.0,0.0,123.0,Joe Flaherty,187.0,Adventure|Animation|Fantasy|Horror|Sci-Fi,John Vernon,Heavy Metal ,646,Don Francks,English,Canada,R,9300000.0,176.0
David Hackl,94.0,43.0,129.0,Michaela McManus,826.0,Action|Horror|Thriller,Scott Glenn,Into the Grizzly Maze ,1586,Luisa D'Oliveira,English,USA,R,10000000.0,476.0
Kriv Stenders,92.0,25.0,110.0,Keisha Castle-Hughes,509.0,Biography|Comedy|Drama|Family|Romance,Noah Taylor,Red Dog ,1248,Luke Ford,English,Australia,PG,8500000.0,446.0
Ridley Scott,116.0,0.0,513.0,Yaphet Kotto,1000.0,Horror|Sci-Fi,Tom Skerritt,Alien ,2524,Bolaji Badejo,English,UK,R,11000000.0,581.0
Tobe Hooper,88.0,365.0,177.0,Edwin Neal,383.0,Horror|Thriller,Gunnar Hansen,The Texas Chain Saw Massacre ,1094,Marilyn Burns,English,USA,R,83532.0,371.0
Terence Young,130.0,92.0,177.0,Earl Cameron,244.0,Action|Adventure|Thriller,Desmond Llewelyn,Thunderball ,1164,Lois Maxwell,English,UK,Approved,9000000.0,189.0
F. Gary Gray,123.0,473.0,685.0,Jada Pinkett Smith,890.0,Action|Crime|Drama|Romance|Thriller,Vivica A. Fox,Set It Off ,3661,Blair Underwood,English,USA,R,9000000.0,851.0
Malcolm D. Lee,120.0,92.0,862.0,Sanaa Lathan,1000.0,Comedy|Drama,Harold Perrineau,The Best Man ,5420,Jarrod Bunch,English,USA,R,9000000.0,886.0
Tom Holland,87.0,85.0,118.0,Alex Vincent,311.0,Fantasy|Horror,Catherine Hicks,Child's Play ,760,Dinah Manoff,English,USA,R,9000000.0,189.0
Danny Leiner,88.0,8.0,587.0,Fred Willard,982.0,Adventure|Comedy,Ethan Embry,Harold & Kumar Go to White Castle ,3114,Paula Garcés,English,USA,R,9000000.0,729.0
Glen Morgan,94.0,17.0,179.0,Crystal Lowe,607.0,Horror,Oliver Hudson,Black Christmas ,1611,Andrea Martin,English,USA,R,9000000.0,318.0
Kenneth Branagh,137.0,0.0,130.0,Derek Jacobi,591.0,Action|Biography|Drama|History|Romance|War,Brian Blessed,Henry V ,1341,Danny Webb,English,UK,PG-13,9000000.0,520.0
Christopher McQuarrie,119.0,188.0,35.0,Nicky Katt,187.0,Action|Crime|Drama|Thriller,Kristin Lehman,The Way of the Gun ,358,Dylan Kussman,English,USA,R,8500000.0,127.0
