director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes,num_critic_for_reviews,gross,num_voted_users,num_user_for_reviews,imdb_score,movie_facebook_likes,genre_Drama,genre_Comedy,genre_Romance,genre_Thriller,genre_Crime,genre_Action,genre_Adventure,genre_Horror,genre_Family,genre_Fantasy,genre_other,profit,pop_est,gdp_md,actor_1_degree,actor_1_closeness,actor_1_betweenness,actor_2_degree,actor_2_closeness,actor_2_betweenness,actor_3_degree,actor_3_closeness,actor_3_betweenness
Carroll Ballard,100.0,19.0,393.0,Hope Davis,706.0,"['Adventure', 'Drama', 'Family']",Eamonn Walker,Duma ,1579,Campbell Scott,English,USA,PG,12000000.0,442.0,38.0,860002,6454,43.0,7.3,0,True,False,False,False,False,False,True,False,True,False,False,-11139998.0,328239523.0,21433226.0,2.0,0.06452076281298293,0.0,2.0,0.06452076281298293,0.0,6.0,0.07366922918198797,0.0018200972290682053
Neil Jordan,111.0,277.0,289.0,Stephen Rea,845.0,"['Drama', 'Mystery', 'Romance']",Tony Curran,Ondine ,1554,Alicja Bachleda,English,Ireland,PG-13,12000000.0,327.0,123.0,548934,16863,57.0,6.8,0,True,False,True,False,False,False,False,False,False,False,True,-11451066.0,4941444.0,388698.0,6.0,0.06324074767968135,0.0035067914592980596,8.0,0.06521512584378861,0.007947276909438765,6.0,0.0655784802361466,0.004114661889517622
Takeshi Kitano,114.0,0.0,403.0,Tatyana Ali,865.0,"['Crime', 'Drama', 'Thriller']",Omar Epps,Brother ,2126,James Shigeta,English,USA,R,10000000.0,685.0,81.0,447750,18520,133.0,7.2,0,True,False,False,True,True,False,False,False,False,False,False,-9552250.0,328239523.0,21433226.0,9.0,0.09530425973901527,0.02790349119966337,4.0,0.08306785505482574,0.00642548754854281,2.0,0.08141047566426657,0.0
Anthony Russo,86.0,94.0,146.0,Isaiah Washington,693.0,"['Comedy', 'Crime']",Michael Jeter,Welcome to Collinwood ,1373,Andy Davoli,English,USA,R,12000000.0,534.0,72.0,333976,12559,90.0,6.4,423,False,True,False,False,True,False,False,False,False,False,False,-11666024.0,328239523.0,21433226.0,2.0,0.06796712449127774,0.0,4.0,0.07819649368135378,0.0009108218079194332,2.0,0.06796712449127774,0.0
Sidney Lumet,107.0,0.0,745.0,Anne Bancroft,941.0,"['Comedy', 'Drama']",Kyra Sedgwick,Critical Care ,3099,Albert Brooks,English,Australia,R,12000000.0,754.0,25.0,141853,1427,12.0,6.0,88,True,True,False,False,False,False,False,False,False,False,False,-11858147.0,25364307.0,1396567.0,2.0,0.06774144505190438,0.0,8.0,0.07695762052608526,0.0076017255350086035,6.0,0.06897047059318864,0.002811589089387806
Marco Kreuzpaintner,120.0,7.0,289.0,Kate del Castillo,662.0,"['Crime', 'Drama', 'Thriller']",Zack Ward,Trade ,1952,Alicja Bachleda,English,Germany,R,12000000.0,345.0,69.0,214202,14831,75.0,7.5,0,True,False,False,True,True,False,False,False,False,False,False,-11785798.0,83132799.0,3861123.0,2.0,0.06324074767968135,0.0,4.0,0.07015634525950896,0.004242101494906723,6.0,0.0655784802361466,0.004114661889517622
Chuan Lu,132.0,14.0,3.0,Yuanyuan Gao,52.0,"['Drama', 'History', 'War']",Ye Liu,City of Life and Death ,91,Ryu Kohata,Mandarin,China,R,12000000.0,32.0,149.0,119922,8429,62.0,7.7,0,True,False,False,False,False,False,False,False,False,False,True,-11880078.0,1397715000.0,14342903.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Renny Harlin,113.0,212.0,18.0,Kenneth Cranham,567.0,"['Action', 'Drama', 'War']",Richard Coyle,5 Days of War ,708,Ana Imnadze,English,Georgia,R,20000000.0,111.0,74.0,17149,12128,61.0,5.6,0,True,False,False,False,False,True,False,False,False,False,True,-19982851.0,3720382.0,17477.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Mary Lambert,103.0,52.0,426.0,Fred Gwynne,969.0,"['Fantasy', 'Horror']",Miko Hughes,Pet Sematary ,2987,Denise Crosby,English,USA,R,11500000.0,886.0,98.0,57469179,63855,248.0,6.6,0,False,False,False,False,False,False,False,True,False,True,False,45969179.0,328239523.0,21433226.0,4.0,0.001978021978021978,3.092773541322354e-06,2.0,0.0013186813186813187,0.0,2.0,0.0013186813186813187,0.0
Akira Kurosawa,134.0,0.0,4.0,Tetsu Watanabe,15.0,['Drama'],Tatsuo Matsumura,Madadayo ,30,Akira Terao,Japanese,Japan,,11900000.0,6.0,25.0,48856,3466,40.0,7.5,355,True,False,False,False,False,False,False,False,False,False,False,-11851144.0,126264931.0,5081769.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
David S. Ward,107.0,42.0,808.0,Tom Berenger,1000.0,"['Comedy', 'Sport']",Corbin Bernsen,Major League ,3435,Rene Russo,English,USA,R,11000000.0,854.0,57.0,49797148,49007,97.0,7.2,0,False,True,False,False,False,False,False,False,False,False,True,38797148.0,328239523.0,21433226.0,4.0,0.07714191530677542,0.0008642637834844044,2.0,0.0743042316430686,0.0,6.0,0.08493532556813158,0.004471859752490796
Tim Robbins,122.0,0.0,191.0,Celia Weston,276.0,"['Crime', 'Drama']",Lois Smith,Dead Man Walking ,903,Robert Prosky,English,UK,R,11000000.0,258.0,77.0,39025000,73193,190.0,7.6,0,True,False,False,False,True,False,False,False,False,False,False,28025000.0,66834405.0,2829108.0,4.0,0.052405510407051645,0.0009108218079194332,6.0,0.058262156691476066,0.002726279876675655,2.0,0.052396537628966365,0.0
Kevin Greutert,92.0,52.0,647.0,Shawnee Smith,723.0,"['Horror', 'Mystery']",Costas Mandylor,Saw VI ,3101,George Newbern,English,Canada,R,11000000.0,651.0,156.0,27669413,76207,194.0,6.0,0,False,False,False,False,False,False,False,True,False,False,True,16669413.0,37589262.0,1736425.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Gina Prince-Bythewood,110.0,107.0,549.0,Alicia Keys,664.0,['Drama'],Nate Parker,The Secret Life of Bees ,3376,Jennifer Hudson,English,USA,PG-13,11000000.0,551.0,109.0,37766350,19440,56.0,7.3,0,True,False,False,False,False,False,False,False,False,False,False,26766350.0,328239523.0,21433226.0,4.0,0.059723258786490645,0.0018185508422975442,2.0,0.05357527626435189,0.0,4.0,0.05358465733181195,0.0009108218079194332
Rob Pritts,86.0,5.0,532.0,Vinessa Shaw,584.0,"['Comedy', 'Crime']",Vincent Pastore,Corky Romano ,3850,Peter Berg,English,USA,PG-13,11000000.0,580.0,62.0,23978402,10966,100.0,4.6,365,False,True,False,False,True,False,False,False,False,False,False,12978402.0,328239523.0,21433226.0,6.0,0.0663966105493552,0.006412425775454548,4.0,0.06189764927629006,0.0014675301695800962,2.0,0.05965340702182808,0.0
Brian De Palma,91.0,0.0,298.0,Gabrielle Carteris,636.0,"['Crime', 'Drama', 'Thriller']",Steven Bauer,Raising Cain ,1852,Gregg Henry,English,USA,R,12000000.0,330.0,33.0,21370057,9903,80.0,6.0,541,True,False,False,True,True,False,False,False,False,False,False,9370057.0,328239523.0,21433226.0,2.0,0.06306480742338548,0.0,2.0,0.06306480742338548,0.0,4.0,0.07177717321965006,0.0009108218079194332
Tobe Hooper,100.0,365.0,225.0,Bud Cort,425.0,"['Horror', 'Sci-Fi']",Louise Fletcher,Invaders from Mars ,1661,William Bassett,English,USA,PG,12000000.0,394.0,52.0,4884663,5187,64.0,5.5,902,False,False,False,False,False,False,False,True,False,False,True,-7115337.0,328239523.0,21433226.0,4.0,0.060760841461725015,0.0007694355315915821,4.0,0.05740961973960755,0.00029508791664841443,2.0,0.05536354193070611,0.0
Brendan Malloy,89.0,2.0,651.0,Jason London,799.0,"['Comedy', 'Sport']",Lee Majors,Out Cold ,4291,Thomas Lennon,English,USA,PG-13,11000000.0,711.0,37.0,13903262,14656,90.0,6.3,0,False,True,False,False,False,False,False,False,False,False,True,2903262.0,328239523.0,21433226.0,6.0,0.08468852304468744,0.009748249087182493,6.0,0.07450322045574632,0.0018200972290682053,8.0,0.0780967150751507,0.006956300310987008
Gregory Poirier,95.0,5.0,443.0,Jake Busey,1000.0,['Comedy'],Shannon Elizabeth,Tomcats ,2729,David Ogden Stiers,English,USA,R,11000000.0,660.0,75.0,13558739,15427,121.0,5.3,449,False,True,False,False,False,False,False,False,False,False,False,2558739.0,328239523.0,21433226.0,4.0,0.07485860519128622,8.03071786863719e-05,6.0,0.08739739483706355,0.0029077265025538495,2.0,0.0748311475784272,0.0
Dewey Nicks,86.0,4.0,424.0,Gedde Watanabe,960.0,"['Comedy', 'Romance']",Jaime King,Slackers ,2415,Jim Rash,English,Canada,R,11000000.0,448.0,66.0,4814244,12437,107.0,5.3,405,False,True,True,False,False,False,False,False,False,False,False,-6185756.0,37589262.0,1736425.0,6.0,0.06567699925356327,0.008107705838576552,4.0,0.05832878643323702,0.0009108218079194332,2.0,0.05831767089508872,0.0
Philip Saville,125.0,10.0,109.0,Alan Van Sprang,866.0,"['Biography', 'Drama', 'History']",Henry Ian Cusick,The Visual Bible: The Gospel of John ,1281,Scott Handy,English,Canada,PG-13,17000000.0,147.0,25.0,4068087,2164,74.0,7.7,0,True,False,False,False,False,False,False,False,False,False,True,-12931913.0,37589262.0,1736425.0,2.0,0.06233896476308374,0.0,4.0,0.07083842083842085,0.0009108218079194332,2.0,0.06233896476308374,0.0
Daisy von Scherler Mayer,94.0,18.0,183.0,Dash Mihok,658.0,"['Comedy', 'Music', 'Romance']",Michael McKean,The Guru ,1559,Jimi Mistry,English,UK,R,11000000.0,463.0,70.0,3034181,13622,128.0,5.4,550,False,True,True,False,False,False,False,False,False,False,True,-7965819.0,66834405.0,2829108.0,6.0,0.0776804107175982,0.005205829511869117,10.0,0.08570843804004426,0.015876615275322088,4.0,0.07663001828520796,0.003928162130748464
Mira Nair,113.0,300.0,787.0,Chazz Palminteri,1000.0,"['Comedy', 'Drama', 'Romance']",Anjelica Huston,The Perez Family ,3072,Vincent Gallo,English,USA,R,11000000.0,979.0,15.0,2832826,1761,19.0,6.2,174,True,True,True,False,False,False,False,False,False,False,False,-8167174.0,328239523.0,21433226.0,6.0,0.06557145447224728,0.001748706434812301,6.0,0.06817152551169035,0.002546929074490119,4.0,0.06567699925356327,0.0013262475209777982
Agnieszka Holland,104.0,238.0,22.0,David Kennedy,60.0,"['Biography', 'Drama', 'Music']",Phyllida Law,Copying Beethoven ,150,Angus Barnett,English,USA,PG-13,11000000.0,35.0,78.0,352786,11132,86.0,6.8,0,True,False,False,False,False,False,False,False,False,False,True,-10647214.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Ray Lawrence,118.0,10.0,48.0,Deborra-Lee Furness,172.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",John Howard,Jindabyne ,378,Max Cullen,English,Australia,R,15000000.0,71.0,75.0,399879,5772,115.0,6.4,302,True,False,False,True,True,False,False,False,False,False,True,-14600121.0,25364307.0,1396567.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Oliver Parker,97.0,32.0,327.0,Rupert Everett,893.0,"['Comedy', 'Romance']",Minnie Driver,An Ideal Husband ,2640,Jeremy Northam,English,UK,PG-13,14000000.0,692.0,105.0,18535191,12980,132.0,6.9,646,False,True,True,False,False,False,False,False,False,False,False,4535191.0,66834405.0,2829108.0,8.0,0.07755245261580793,0.01715010558409905,2.0,0.06814875359580849,0.0,6.0,0.06934556492680219,0.0036757670322285114
Ruairi Robinson,98.0,7.0,507.0,Olivia Williams,805.0,"['Horror', 'Sci-Fi', 'Thriller']",Romola Garai,The Last Days on Mars ,2271,Tom Cullen,English,UK,R,7000000.0,766.0,120.0,23838,28570,160.0,5.5,0,False,False,False,True,False,False,False,True,False,False,True,-6976162.0,66834405.0,2829108.0,6.0,0.058895684761735574,0.0028517497914407044,8.0,0.06495902738738656,0.008239346755308356,6.0,0.05825661108356711,0.0018200972290682053
Jaume Balagueró,103.0,57.0,132.0,Giancarlo Giannini,541.0,['Horror'],Lena Olin,Darkness ,1228,Francesc Pagès,English,USA,PG-13,10600000.0,451.0,108.0,22160085,16747,349.0,5.4,1000,False,False,False,False,False,False,False,True,False,False,False,11560085.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Floyd Mutrux,99.0,11.0,327.0,Kelli Williams,665.0,"['Comedy', 'Drama']",Ricky Schroder,There Goes My Baby ,2272,Seymour Cassel,English,USA,R,10500000.0,446.0,5.0,125169,859,31.0,6.4,119,True,True,False,False,False,False,False,False,False,False,False,-10374831.0,328239523.0,21433226.0,6.0,0.07513429364644686,0.006135591125763434,2.0,0.06654821746699534,0.0,8.0,0.06820191174993939,0.0026904084872422574
Christopher Cain,111.0,58.0,258.0,Taylor Handley,482.0,"['Drama', 'History', 'Romance', 'Western']",Jon Gries,September Dawn ,1526,Trent Ford,,USA,R,11000000.0,362.0,43.0,1066555,2618,111.0,5.8,411,True,False,True,False,False,False,False,False,False,False,True,-9933445.0,328239523.0,21433226.0,6.0,0.08161674303826592,0.005643685000920169,2.0,0.07053635542744682,0.0,2.0,0.07053635542744682,0.0
Dean Wright,145.0,0.0,280.0,Eduardo Verástegui,639.0,"['Drama', 'History', 'War']",Santiago Cabrera,For Greater Glory: The True Story of Cristiada ,1807,Catalina Sandino Moreno,Spanish,Mexico,R,10818775.0,377.0,43.0,5669081,3665,57.0,6.6,0,True,False,False,False,False,False,False,False,False,False,True,-5149694.0,127575529.0,1268870.0,2.0,0.0015824175824175823,0.0,4.0,0.001978021978021978,3.092773541322354e-06,4.0,0.001978021978021978,3.092773541322354e-06
James DeMonaco,109.0,65.0,393.0,Joseph Julian Soria,798.0,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Frank Grillo,The Purge: Election Year ,2480,Mykelti Williamson,English,France,R,10000000.0,465.0,165.0,78845130,17596,94.0,6.1,0,False,False,False,True,False,True,False,True,False,False,True,68845130.0,67059887.0,2715518.0,6.0,0.00358974358974359,2.164941478925648e-05,2.0,0.002393162393162393,0.0,2.0,0.002393162393162393,0.0
Geoffrey Sax,101.0,13.0,368.0,Keegan Connor Tracy,494.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",Deborah Kara Unger,White Noise ,2013,Mike Dopud,English,UK,PG-13,10000000.0,392.0,173.0,55865715,41763,403.0,5.5,0,True,False,False,True,False,False,False,True,False,False,True,45865715.0,66834405.0,2829108.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Tyler Perry,107.0,0.0,685.0,Cicely Tyson,1000.0,"['Comedy', 'Drama', 'Romance']",Boris Kodjoe,Madea's Family Reunion ,5264,Blair Underwood,English,USA,PG-13,6000000.0,907.0,46.0,63231524,8962,137.0,5.0,676,True,True,True,False,False,False,False,False,False,False,False,57231524.0,328239523.0,21433226.0,6.0,0.07951720878835339,0.003028723541002821,8.0,0.08065945651607223,0.004896809590624991,4.0,0.07638137477149085,0.0005319063439623633
Stephen Herek,100.0,65.0,577.0,Shaun Weiss,633.0,"['Comedy', 'Drama', 'Family', 'Sport']",Lane Smith,The Mighty Ducks ,3362,Elden Henson,English,USA,PG,10000000.0,613.0,22.0,50752337,44502,46.0,6.4,0,True,True,False,False,False,False,False,False,True,False,True,40752337.0,328239523.0,21433226.0,2.0,0.072957915847414,0.0,4.0,0.07443073769232107,0.0015617219401614375,8.0,0.08388760362444574,0.009197730014893685
Carol Reed,153.0,82.0,139.0,Ron Moody,695.0,"['Drama', 'Family', 'Musical']",Oliver Reed,Oliver! ,1593,Jack Wild,English,UK,G,10000000.0,275.0,56.0,16800000,25303,138.0,7.5,0,True,False,False,False,False,False,False,False,True,False,True,6800000.0,66834405.0,2829108.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Chuck Sheetz,82.0,6.0,345.0,Andrew Lawrence,759.0,"['Animation', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",Diedrich Bader,Recess: School's Out ,2197,Dabney Coleman,English,USA,G,23000000.0,563.0,44.0,36696761,6808,38.0,6.5,227,False,True,False,False,False,False,False,False,True,False,True,13696761.0,328239523.0,21433226.0,8.0,0.06895492970301444,0.006743653771923652,2.0,0.060875667002581665,0.0,2.0,0.060875667002581665,0.0
Marcus Raboy,85.0,7.0,615.0,Mike Epps,723.0,"['Comedy', 'Drama']",John Witherspoon,Friday After Next ,3712,Katt Williams,English,USA,R,20000000.0,706.0,26.0,32983713,19284,66.0,5.8,981,True,True,False,False,False,False,False,False,False,False,False,12983713.0,328239523.0,21433226.0,5.0,0.06917314150587207,0.0009110151062657659,9.0,0.07974514085263272,0.0063462067471370155,2.0,0.06914969563257893,0.0
Brett Leonard,140.0,32.0,120.0,Austin O'Brien,535.0,"['Horror', 'Sci-Fi']",Jeff Fahey,The Lawnmower Man ,1109,Troy Evans,English,UK,R,10000000.0,211.0,48.0,32101000,27800,96.0,5.4,0,False,False,False,False,False,False,False,True,False,False,True,22101000.0,66834405.0,2829108.0,2.0,0.04940220809136783,0.0,2.0,0.04940220809136783,0.0,4.0,0.0545931635040546,0.0009108218079194332
Peter Sollett,90.0,6.0,617.0,Alexis Dziena,904.0,"['Comedy', 'Drama', 'Music', 'Romance']",Ari Graynor,Nick and Norah's Infinite Playlist ,2807,Aaron Yoo,English,USA,PG-13,9000000.0,715.0,166.0,31487293,74887,129.0,6.7,0,True,True,True,False,False,False,False,False,False,False,True,22487293.0,328239523.0,21433226.0,4.0,0.07309733142767898,0.0027166555296973746,4.0,0.0690249189177801,0.0030294506626960425,6.0,0.07500538677009266,0.005358056219722243
Bob Dolman,98.0,7.0,73.0,Eva Amurri Martino,931.0,"['Comedy', 'Drama']",Erika Christensen,The Banger Sisters ,1917,Sal Lopez,English,USA,R,10000000.0,797.0,92.0,30306281,12388,147.0,5.6,744,True,True,False,False,False,False,False,False,False,False,False,20306281.0,328239523.0,21433226.0,6.0,0.07938313307963114,0.003671031011061622,2.0,0.06886183123806887,0.0,2.0,0.06886183123806887,0.0
Joe Dante,101.0,287.0,257.0,Al Leong,745.0,"['Fantasy', 'Horror', 'Sci-Fi']",Albert Brooks,Twilight Zone: The Movie ,1954,Vic Morrow,English,USA,PG,10000000.0,730.0,78.0,29500000,25613,121.0,6.5,0,False,False,False,False,False,False,False,True,False,True,True,19500000.0,328239523.0,21433226.0,6.0,0.06897047059318864,0.002811589089387806,2.0,0.06088777915280104,0.0,2.0,0.06088777915280104,0.0
Rowdy Herrington,114.0,9.0,466.0,Kevin Tighe,623.0,"['Action', 'Thriller']",Ben Gazzara,Road House ,2484,Kelly Lynch,English,USA,R,17000000.0,472.0,83.0,30050028,42987,201.0,6.5,0,False,False,False,True,False,True,False,False,False,False,False,13050028.0,328239523.0,21433226.0,6.0,0.07688994422662765,0.004953058702964477,2.0,0.067007220937591,0.0,4.0,0.06703657787995138,0.0018185508422975442
Keenen Ivory Wayans,100.0,322.0,534.0,Salli Richardson-Whitfield,851.0,"['Action', 'Comedy', 'Crime']",Jada Pinkett Smith,A Low Down Dirty Shame ,3190,Charles S. Dutton,English,USA,R,10000000.0,543.0,8.0,29392418,3924,26.0,5.8,368,False,True,False,False,True,True,False,False,False,False,False,19392418.0,328239523.0,21433226.0,12.0,0.08986110057905684,0.021236000677971517,4.0,0.07664921177757747,0.0009108218079194332,2.0,0.07663001828520796,0.0
John Polson,85.0,21.0,782.0,Shiri Appleby,931.0,"['Drama', 'Thriller']",Erika Christensen,Swimfan ,3819,Jason Ritter,English,USA,PG-13,8500000.0,855.0,86.0,28563926,16300,217.0,5.0,720,True,False,False,True,False,False,False,False,False,False,False,20063926.0,328239523.0,21433226.0,6.0,0.07938313307963114,0.003671031011061622,4.0,0.07742491537557951,0.002672272722819731,4.0,0.07192901116981504,0.0009108218079194332
Greg Coolidge,103.0,27.0,534.0,Danny Woodburn,1000.0,"['Comedy', 'Romance']",Dane Cook,Employee of the Month ,4441,Jessica Simpson,English,USA,PG-13,12000000.0,809.0,85.0,28435406,37681,151.0,5.5,0,False,True,True,False,False,False,False,False,False,False,False,16435406.0,328239523.0,21433226.0,8.0,0.07548642773112434,0.007480532367612299,4.0,0.07650549450549451,0.0039194099795306,2.0,0.07023685518062384,0.0
Harry Elfont,100.0,4.0,678.0,Lauren Ambrose,982.0,"['Comedy', 'Romance']",Ethan Embry,Can't Hardly Wait ,4259,Charlie Korsmo,English,USA,PG-13,10000000.0,945.0,76.0,25339117,37885,247.0,6.5,0,False,True,True,False,False,False,False,False,False,False,False,15339117.0,328239523.0,21433226.0,6.0,0.06263241465861195,0.0040513077267694715,4.0,0.05591485072574055,0.0009108218079194332,2.0,0.05590463610193242,0.0
Jamie Blanks,96.0,9.0,448.0,Jessica Capshaw,690.0,"['Horror', 'Mystery', 'Thriller']",Marley Shelton,Valentine ,2402,Johnny Whitworth,English,USA,R,10000000.0,533.0,120.0,20384136,20467,371.0,4.7,0,False,False,False,True,False,False,False,True,False,False,True,10384136.0,328239523.0,21433226.0,6.0,0.055483995652611376,0.0018200972290682053,2.0,0.05013055582307774,0.0,2.0,0.05013055582307774,0.0
Patricia Rozema,101.0,22.0,558.0,Jane Krakowski,918.0,"['Drama', 'Family']",Julia Ormond,Kit Kittredge: An American Girl ,3317,Willow Smith,English,USA,G,10000000.0,624.0,73.0,17655201,4719,24.0,6.7,851,True,False,False,False,False,False,False,False,True,False,False,7655201.0,328239523.0,21433226.0,4.0,0.07732709488868682,0.005737743832150757,6.0,0.08731012211754009,0.007254046936844336,2.0,0.07587948872352543,0.0
Mark Rosman,100.0,15.0,804.0,Chris Noth,1000.0,"['Comedy', 'Family', 'Romance']",Ben Feldman,The Perfect Man ,4789,Vanessa Lengies,English,USA,PG,25000000.0,962.0,65.0,16247775,23527,104.0,5.5,767,False,True,True,False,False,False,False,False,True,False,False,-8752225.0,328239523.0,21433226.0,2.0,0.07274114048537629,0.0,6.0,0.084583189060801,0.009308004778792523,2.0,0.07274114048537629,0.0
James Foley,110.0,164.0,45.0,Paul Ben-Victor,258.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Byron Mann,The Corruptor ,571,Kim Chan,English,USA,R,30000000.0,218.0,91.0,15156200,15358,131.0,6.0,328,True,False,False,True,True,True,False,False,False,False,True,-14843800.0,328239523.0,21433226.0,2.0,0.048268450792110104,0.0,4.0,0.05319346045923484,0.002723187103134333,4.0,0.048283682237610925,0.0018185508422975442
Robert Ben Garant,84.0,134.0,307.0,Thomas Lennon,655.0,"['Comedy', 'Crime']",Wendi McLendon-Covey,Reno 911!: Miami ,2737,Carlos Alazraqui,English,USA,R,10000000.0,651.0,89.0,20339754,23928,73.0,5.9,441,False,True,False,False,True,False,False,False,False,False,False,10339754.0,328239523.0,21433226.0,4.0,0.07554232980053766,0.0019844108179458446,8.0,0.0780967150751507,0.006956300310987008,2.0,0.07031755009696186,0.0
Morgan Spurlock,106.0,293.0,547.0,Zayn Malik,773.0,"['Documentary', 'Music']",Harry Styles,One Direction: This Is Us ,2787,Niall Horan,English,USA,PG,10000000.0,734.0,83.0,28873374,22161,68.0,4.1,0,False,False,False,False,False,False,False,False,False,False,True,18873374.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Tuck Tucker,76.0,14.0,636.0,Vincent Schiavelli,1000.0,"['Adventure', 'Animation', 'Comedy', 'Family']",Jennifer Jason Leigh,Hey Arnold! The Movie ,3752,Paul Sorvino,English,USA,PG,3000000.0,811.0,33.0,13684949,4564,43.0,5.9,227,False,True,False,False,False,False,True,False,True,False,True,10684949.0,328239523.0,21433226.0,6.0,0.07663001828520796,0.002726279876675655,2.0,0.07657249543900364,0.0,14.0,0.08972935875149628,0.026338651045418108
Theodore Witcher,104.0,28.0,582.0,Nia Long,962.0,"['Drama', 'Romance']",Leonard Roberts,Love Jones ,3871,Larenz Tate,English,USA,R,10000000.0,826.0,16.0,12514138,2801,28.0,7.4,1000,True,False,True,False,False,False,False,False,False,False,False,2514138.0,328239523.0,21433226.0,2.0,0.08412975340810394,0.0,15.0,0.09814688198267416,0.03868394417730122,4.0,0.08778599484279348,0.004155644091699986
Jim Hanon,108.0,2.0,30.0,Chad Allen,772.0,"['Adventure', 'Drama']",Chase Ellison,End of the Spear ,1058,Jack Guzman,English,USA,PG-13,10000000.0,232.0,47.0,11703287,4360,148.0,7.0,1000,True,False,False,False,False,False,True,False,False,False,False,1703287.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Jorma Taccone,95.0,434.0,472.0,Will Forte,1000.0,"['Action', 'Comedy', 'Romance']",Jasper Cole,MacGruber ,2618,Powers Boothe,English,USA,R,10000000.0,622.0,163.0,8460995,35888,125.0,5.5,0,False,True,True,False,False,True,False,False,False,False,False,-1539005.0,328239523.0,21433226.0,2.0,0.07531921684026041,0.0,6.0,0.08808922798560105,0.005726319513728481,2.0,0.07531921684026041,0.0
Stephen Frears,97.0,350.0,250.0,Benedict Wong,460.0,"['Crime', 'Drama', 'Thriller']",Sophie Okonedo,Dirty Pretty Things ,1334,Sergi López,English,UK,R,10000000.0,372.0,137.0,8111360,34848,203.0,7.4,0,True,False,False,True,True,False,False,False,False,False,False,-1888640.0,66834405.0,2829108.0,4.0,0.07902439716513314,0.0009108218079194332,2.0,0.06859172431289433,0.0,2.0,0.06859172431289433,0.0
Jeff Lowell,95.0,4.0,655.0,William Morgan Sheppard,939.0,"['Comedy', 'Fantasy', 'Romance']",Stephen Root,Over Her Dead Body ,3651,Wendi McLendon-Covey,English,USA,PG-13,10000000.0,702.0,100.0,7563670,21268,53.0,5.2,518,False,True,True,False,False,False,False,False,False,True,False,-2436330.0,328239523.0,21433226.0,10.0,0.08129153354282855,0.008996707985609096,4.0,0.07188676956118817,0.0009108218079194332,4.0,0.07554232980053766,0.0019844108179458446
Timothy Björklund,74.0,0.0,719.0,Kelsey Grammer,886.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",Nathan Lane,Teacher's Pet ,5139,Jerry Stiller,English,USA,PG,10000000.0,808.0,33.0,6491350,1231,26.0,5.8,49,False,True,False,False,False,False,False,False,True,True,True,-3508650.0,328239523.0,21433226.0,8.0,0.07441263903269983,0.012049139689169864,4.0,0.06957416801681893,0.0031554914673590185,4.0,0.07559831472874952,0.00551380741255774
François Girard,130.0,63.0,2.0,Clotilde Mollet,24.0,"['Drama', 'Music', 'Mystery', 'Romance']",Johannes Silberschneider,The Red Violin ,29,Carlo Cecchi,French,Canada,R,10000000.0,3.0,94.0,9473382,26832,247.0,7.7,0,True,False,True,False,False,False,False,False,False,False,True,-526618.0,37589262.0,1736425.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Jason Bateman,89.0,0.0,322.0,Philip Baker Hall,628.0,"['Comedy', 'Drama']",Beth Grant,Bad Words ,2061,Patricia Belcher,English,USA,R,10000000.0,497.0,126.0,7764027,38459,119.0,6.7,0,True,True,False,False,False,False,False,False,False,False,False,-2235973.0,328239523.0,21433226.0,6.0,0.06243435234560401,0.0032333500705155485,6.0,0.05714696134864202,0.0020312802747782014,2.0,0.056223034727535925,0.0
