director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes
Michael Radford,97,53,499,Jared Gilman,962,Comedy|Drama|Romance,Chris Noth,Elsa & Fred ,3465,James Brolin,English,USA,PG-13,10000000,545
Arthur Hiller,86,71,385,Harvey Weinstein,795,Comedy,Eric Idle,An Alan Smithee Film: Burn Hollywood Burn ,2655,Ryan O'Neal,English,USA,R,10000000,474
Julio DePietro,90,0,617,Scott Porter,806,Comedy|Romance,Adrian Martinez,The Good Guy ,3124,Aaron Yoo,English,USA,R,8000000,690
Katherine Dieckmann,90,8,495,Minnie Driver,1000,Comedy|Drama,Stephanie Szostak,Motherhood ,3146,Anthony Edwards,English,USA,PG-13,5000000,893
Kim Farrant,112,93,51,Reef Ireland,147,Drama|Mystery|Thriller,Nicholas Hamilton,Strangerland ,285,Sean Keenan,English,Australia,R,10000000,52
Scott Marshall,93,7,611,Drew Waters,906,Comedy|Romance,Drew Fuller,Blonde Ambition ,4725,Larry Miller,English,USA,PG-13,10000000,848
Álex de la Iglesia,104,275,102,Leonor Watling,439,Crime|Mystery|Thriller,Jim Carter,The Oxford Murders ,940,Danny Sapani,English,Spain,R,10000000,161
Patrick Lussier,99,71,126,Craig Fairbrass,298,Drama|Fantasy|Horror|Thriller,Teryl Rothery,White Noise 2: The Light ,934,Adrian Holmes,English,USA,PG-13,10000000,258
Robert Adetuyi,91,8,111,Mishael Morgan,485,Drama|Music,Shane Pollard,You Got Served: Beat the World ,964,Chase Armitage,English,Canada,PG-13,10000000,152
Taedong Park,85,0,196,Tom Arnold,1000,Adventure|Animation,Drake Bell,Jungle Shuffle ,2259,Amanda Troop,English,South Korea,,10000000,618
Benedikt Erlingsson,81,4,5,Charlotte Bøving,63,Comedy|Drama|Romance,Ingvar Eggert Sigurðsson,Of Horses and Men ,81,Sigríður María Egilsdóttir,Icelandic,Iceland,,10000000,10
Gurinder Chadha,100,98,95,Mark Addy,1000,Comedy|Drama|Horror|Romance,Sendhil Ramamurthy,It's a Wonderful Afterlife ,2227,Shabana Azmi,English,UK,PG-13,10000000,891
Jason Connery,90,110,711,Henry Rollins,1000,Action|Horror|Sci-Fi,Ray Winstone,The Devil's Tomb ,3937,Jason London,English,USA,R,10000000,898
Vic Sarin,116,24,46,Jesse Moss,183,Drama|Romance,Jimi Mistry,Partition ,428,John Light,English,Canada,R,10000000,136
Jim Issa,84,5,482,Luke Perry,670,Comedy,Elaine Hendrix,Good Intentions ,2739,Jon Gries,English,USA,PG-13,10000000,608
Jee-woon Kim,135,419,7,Woo-sung Jung,398,Action|Adventure|Comedy|Western,Kang-ho Song,"The Good, the Bad, the Weird ",569,Dal-su Oh,Korean,South Korea,R,10000000,149
Douglas Aarniokoski,84,36,899,Katrina Bowden,1000,Horror|Thriller,Boris Kodjoe,Nurse 3D ,4686,Kathleen Turner,English,USA,R,10000000,948
William Phillips,89,3,499,Callum Rennie,764,Action|Comedy|Drama|Western,Tyler Mane,Gunless ,2876,Dustin Milligan,English,Canada,,10000000,716
Andy Garcia,144,0,195,Victor Rivers,786,Drama|Romance,Danny Pino,The Lost City ,1674,Enrique Murciano,English,USA,R,9600000,228
Steve Carr,98,41,525,Mike Epps,723,Comedy,John Witherspoon,Next Friday ,3939,Rolando Molina,English,USA,R,9500000,706
Lewis Gilbert,117,43,244,Burt Kwouk,742,Action|Adventure|Thriller,Donald Pleasence,You Only Live Twice ,2127,Desmond Llewelyn,English,UK,Approved,9500000,462
Michael Haneke,127,0,319,Emmanuelle Riva,678,Drama|Romance,Isabelle Huppert,Amour ,1557,Jean-Louis Trintignant,French,France,PG-13,8900000,432
Gary Sherman,98,17,770,Heather O'Rourke,1000,Horror|Thriller,Tom Skerritt,Poltergeist III ,3827,Zelda Rubinstein,English,USA,PG-13,10500000,887
Valeri Milev,88,6,200,Roger Cross,557,Action|Horror,Daniella Alonso,Re-Kill ,1702,Jesse Garcia,English,USA,R,9500000,290
Gerald Potterton,90,0,123,Joe Flaherty,187,Adventure|Animation|Fantasy|Horror|Sci-Fi,John Vernon,Heavy Metal ,646,Don Francks,English,Canada,R,9300000,176
David Hackl,94,43,129,Michaela McManus,826,Action|Horror|Thriller,Scott Glenn,Into the Grizzly Maze ,1586,Luisa D'Oliveira,English,USA,R,10000000,476
Kriv Stenders,92,25,110,Keisha Castle-Hughes,509,Biography|Comedy|Drama|Family|Romance,Noah Taylor,Red Dog ,1248,Luke Ford,English,Australia,PG,8500000,446
Ridley Scott,116,0,513,Yaphet Kotto,1000,Horror|Sci-Fi,Tom Skerritt,Alien ,2524,Bolaji Badejo,English,UK,R,11000000,581
Tobe Hooper,88,365,177,Edwin Neal,383,Horror|Thriller,Gunnar Hansen,The Texas Chain Saw Massacre ,1094,Marilyn Burns,English,USA,R,83532,371
Terence Young,130,92,177,Earl Cameron,244,Action|Adventure|Thriller,Desmond Llewelyn,Thunderball ,1164,Lois Maxwell,English,UK,Approved,9000000,189
F. Gary Gray,123,473,685,Jada Pinkett Smith,890,Action|Crime|Drama|Romance|Thriller,Vivica A. Fox,Set It Off ,3661,Blair Underwood,English,USA,R,9000000,851
Malcolm D. Lee,120,92,862,Sanaa Lathan,1000,Comedy|Drama,Harold Perrineau,The Best Man ,5420,Jarrod Bunch,English,USA,R,9000000,886
Tom Holland,87,85,118,Alex Vincent,311,Fantasy|Horror,Catherine Hicks,Child's Play ,760,Dinah Manoff,English,USA,R,9000000,189
Danny Leiner,88,8,587,Fred Willard,982,Adventure|Comedy,Ethan Embry,Harold & Kumar Go to White Castle ,3114,Paula Garcés,English,USA,R,9000000,729
Glen Morgan,94,17,179,Crystal Lowe,607,Horror,Oliver Hudson,Black Christmas ,1611,Andrea Martin,English,USA,R,9000000,318
Kenneth Branagh,137,0,130,Derek Jacobi,591,Action|Biography|Drama|History|Romance|War,Brian Blessed,Henry V ,1341,Danny Webb,English,UK,PG-13,9000000,520
Christopher McQuarrie,119,188,35,Nicky Katt,187,Action|Crime|Drama|Thriller,Kristin Lehman,The Way of the Gun ,358,Dylan Kussman,English,USA,R,8500000,127
Burr Steers,99,23,471,Rory Culkin,1000,Comedy|Drama,Kieran Culkin,Igby Goes Down ,2478,Bill Irwin,English,USA,R,9000000,710
Stewart Raffill,91,12,297,John Carradine,1000,Action|Adventure|Comedy|Romance|Sci-Fi,Anjelica Huston,The Ice Pirates ,1991,Robert Urich,English,USA,PG,9000000,300
Davis Guggenheim,95,49,261,John Doman,702,Biography|Drama|Sport,Emma Bell,Gracie ,2007,Carly Schroeder,English,USA,PG-13,9000000,616
Bart Freundlich,103,38,316,Garry Shandling,745,Comedy|Drama|Romance,Billy Crudup,Trust the Man ,1721,Dagmara Dominczyk,English,USA,R,9000000,591
Andrew Fleming,92,26,611,Amy Poehler,1000,Comedy|Music,Steve Coogan,Hamlet 2 ,3767,David Arquette,English,USA,R,9000000,1000
Marc Forby,97,3,204,Will Patton,679,Drama,Q'orianka Kilcher,Princess Kaiulani ,1426,Shaun Evans,English,USA,PG,9000000,537
Peter Cattaneo,86,11,18,Vince Colosimo,185,Drama|Family,Jacqueline McKenzie,Opal Dream ,299,Peter Callan,English,Australia,PG,11400000,62
Ole Christian Madsen,45,28,104,Thure Lindhardt,573,Drama|History|Thriller|War,Lars Mikkelsen,Flame and Citron ,1098,Christian Berkel,Danish,Denmark,Not Rated,45000000,197
Meiert Avis,97,0,230,Kip Pardue,922,Comedy|Music|Romance,Fisher Stevens,Undiscovered ,1835,Perrey Reeves,English,Germany,PG-13,9000000,374
Peter Faiman,93,4,93,Linda Kozlowski,442,Adventure|Comedy,Paul Hogan,Crocodile Dundee ,822,David Gulpilil,English,Australia,PG-13,8800000,162
Roland Suso Richter,90,3,327,Sarah Polley,1000,Mystery|Sci-Fi|Thriller,Stephen Graham,The I Inside ,2310,Stephen Rea,English,UK,R,8800000,900
Jeremy Sims,122,8,59,Gyton Grantley,174,Drama|History|War,Harrison Gilbertson,Beneath Hill 60 ,498,Steve Le Marquand,English,Australia,R,9000000,109
Mark Rydell,125,43,122,Frederic Forrest,563,Drama|Music|Romance,David Keith,The Rose ,1097,Alan Bates,English,USA,R,8500000,236
Roger Vadim,98,35,170,David Hemmings,949,Adventure|Comedy|Fantasy|Sci-Fi,Jane Fonda,Barbarella ,1510,Milo O'Shea,English,France,PG,9000000,178
Nils Gaup,92,8,3,Louisa Milwood-Haigh,35,Adventure|Family,Bjørn Sundquist,Shipwrecked ,47,Stian Smestad,English,Norway,PG,60000000,6
Vondie Curtis-Hall,104,170,202,Max Beesley,736,Drama|Music|Romance,Mariah Carey,Glitter ,1854,Valarie Pettiford,English,USA,PG-13,22000000,218
Tom Elkins,101,14,559,Cicely Tyson,1000,Drama|Horror|Mystery|Thriller,Abigail Spencer,The Haunting in Connecticut 2: Ghosts of Georgia ,3164,Brad James,English,USA,R,9000000,907
Woo-Suk Kang,135,0,13,Sung-kee Ahn,28,Action|Drama,Yu-mi Jeong,Silmido ,97,Kyung-gu Sol,Korean,South Korea,,8000000,15
Herbert Ross,107,71,304,Chris Penn,967,Drama|Music|Romance,Dianne Wiest,Footloose ,1962,Lori Singer,English,USA,PG,8200000,455
J.C. Chandor,106,78,,,0,Action|Adventure|Drama,Robert Redford,All Is Lost ,0,,English,USA,PG-13,9000000,
John Sayles,126,407,39,Casey Siemaszko,638,Adventure|Drama|Thriller,Mary Elizabeth Mastrantonio,Limbo ,823,Vanessa Martinez,English,USA,R,8000000,107
John G. Avildsen,126,80,225,William Zabka,668,Action|Drama|Family|Sport,Martin Kove,The Karate Kid ,2004,William Bassett,English,USA,PG,8000000,641
Serdar Akar,122,11,173,Bergüzar Korel,205,Action|Adventure,Necati Sasmaz,Valley of the Wolves: Iraq ,808,Ghassan Massoud,Arabic,Turkey,,8300000,197
Jay Chandrasekhar,119,422,422,Lindsay Price,861,Comedy|Horror|Thriller,Brittany Daniel,Club Dread ,3306,Jay Chandrasekhar,English,USA,R,8550000,499
Rob Reiner,89,0,107,Frances Lee McCain,217,Adventure|Drama,Marshall Bell,Stand by Me ,644,Casey Siemaszko,English,USA,R,8000000,107
Danny Boyle,113,0,27,Megan Burns,133,Drama|Horror|Sci-Fi|Thriller,Noah Huntley,28 Days Later... ,241,David Schneider,English,UK,R,8000000,32
Rick Famuyiwa,109,44,458,Sanaa Lathan,1000,Comedy|Drama|Music|Romance,Boris Kodjoe,Brown Sugar ,3199,Wendell Pierce,English,USA,PG-13,8000000,886
Martin Lawrence,108,0,388,Lynn Whitfield,585,Comedy|Crime|Drama|Romance|Thriller,Faizon Love,A Thin Line Between Love and Hate ,3023,Della Reese,English,USA,R,8000000,434
Masayuki Ochiai,90,5,297,David Denman,449,Horror|Mystery|Thriller,James Kyson,Shutter ,1534,Daisy Betts,English,USA,PG-13,8000000,332
George A. Romero,130,0,602,Hal Holbrook,875,Comedy|Fantasy|Horror,Ted Danson,Creepshow ,2662,Adrienne Barbeau,English,USA,R,8000000,826
Tom Gormican,94,19,117,Lola Glaudini,363,Comedy|Romance,Mackenzie Davis,That Awkward Moment ,1024,Josh Pais,English,USA,R,8000000,342
Ken Shapiro,93,2,213,Dabney Coleman,484,Comedy|Fantasy|Sci-Fi,Brian Doyle-Murray,Modern Problems ,1455,Mary Kay Place,English,USA,PG,8000000,345
Peter R. Hunt,142,13,244,George Lazenby,803,Action|Adventure|Thriller,Telly Savalas,On Her Majesty's Secret Service ,1769,Desmond Llewelyn,English,UK,M,7000000,314
Wes Craven,107,0,112,Heather Langenkamp,969,Fantasy|Horror|Mystery|Thriller,Miko Hughes,New Nightmare ,1775,Tracy Middendorf,English,USA,R,8000000,449
John Schultz,91,13,292,Mark Webber,452,Comedy|Drama|Romance,Stephen Collins,Drive Me Crazy ,1760,Keri Lynn Pratt,English,USA,PG-13,8000000,442
Tamra Davis,82,33,475,Harland Williams,744,Comedy|Crime,Dave Chappelle,Half Baked ,2400,Clarence Williams III,English,USA,R,8000000,503
Erik Canuel,116,31,50,Richard Howland,539,Action|Comedy|Crime|Thriller,Colm Feore,Bon Cop Bad Cop ,895,Sarain Boylan,English,Canada,R,8000000,290
James Ivory,117,133,86,Omar Metwally,471,Drama|Romance,Alexandra Maria Lara,The City of Your Final Destination ,858,Diego Velazquez,English,USA,PG-13,8300000,277
Nicole Holofcener,93,132,216,Ben Falcone,434,Comedy|Drama|Romance,Christopher Nicholas Smith,Enough Said ,1183,Michaela Watkins,English,USA,PG-13,8000000,265
E. Elias Merhige,92,54,306,Udo Kier,776,Drama|Horror,Eddie Izzard,Shadow of the Vampire ,1761,Catherine McCormack,English,UK,R,8000000,595
Joe Nussbaum,104,18,741,Thomas McDonell,1000,Comedy|Drama,Cameron Monaghan,Prom ,5190,Aimee Teegarden,English,USA,PG,8000000,962
Matt Reeves,98,198,636,Michael Rapaport,1000,Comedy|Romance,Mark Margolis,The Pallbearer ,3502,Carol Kane,English,USA,PG-13,8000000,975
Steve Rash,89,15,660,Nia Long,883,Comedy,Barry Corbin,Held Up ,3291,Jake Busey,English,USA,PG-13,8000000,826
Fina Torres,92,26,417,John de Lancie,1000,Comedy|Fantasy|Romance,Harold Perrineau,Woman on Top ,2687,Mark Feuerstein,English,USA,R,8000000,905
Duke Johnson,90,26,0,Tom Noonan,1000,Animation|Comedy|Drama|Romance,Jennifer Jason Leigh,Anomalisa ,1442,David Thewlis,English,USA,R,8000000,442
François Ozon,111,341,569,Isabelle Huppert,963,Comedy|Crime|Musical|Romance,Catherine Deneuve,8 Women ,3543,Emmanuelle Béart,French,France,R,8000000,678
Mark L. Lester,79,73,112,Tia Carrere,1000,Action|Comedy|Crime|Thriller,Cary-Hiroyuki Tagawa,Showdown in Little Tokyo ,2404,Vernee Watson,English,USA,R,8000000,1000
David Dobkin,104,71,168,Vince Vieluf,1000,Comedy|Crime,Janeane Garofalo,Clay Pigeons ,1795,Kevin Rahm,English,Germany,R,8000000,261
Anna Boden,101,16,472,Jeremy Davies,943,Comedy|Drama|Romance,Zoë Kravitz,It's Kind of a Funny Story ,2786,Jim Gaffigan,English,USA,PG-13,8000000,769
Steve James,106,23,200,Laurel Holloman,1000,Biography|Drama|Romance|Sport,Kurtwood Smith,Prefontaine ,1610,Amy Locane,English,USA,PG-13,8000000,273
Michael Winner,98,136,249,Marina Sirtis,977,Adventure|Drama,Faye Dunaway,The Wicked Lady ,2413,John Gielgud,English,UK,R,8000000,649
Tomm Moore,75,45,4,Mick Lally,61,Adventure|Animation|Family|Fantasy,Sean Lennon,The Secret of Kells ,75,Evan McGuire,English,France,Not Rated,6500000,5
John Carney,104,109,7,Karen Pittman,480,Drama|Music,James Corden,Begin Again ,517,Mary Catherine Garrison,English,USA,R,8000000,12
Michael Corrente,99,30,209,Tony Devon,480,Crime|Drama,Jerry Ferrara,Brooklyn Rules ,1234,Alexa Havins,English,USA,R,8000000,257
Andrew Currie,93,8,33,Henry Czerny,553,Comedy|Drama|Horror|Sci-Fi,Alexia Fast,Fido ,786,Kesun Loder,English,Canada,R,8000000,177
Marc Schölermann,95,3,448,Larry Drake,905,Crime|Horror|Thriller,John de Lancie,Pathology ,3185,Johnny Whitworth,English,USA,R,8000000,513
Robert Moresco,107,53,463,Brad Renfro,954,Crime|Drama|Thriller,Brian Dennehy,10th & Wolf ,2512,Dash Mihok,English,USA,R,8000000,551
Thomas Vinterberg,102,346,488,Chris Owen,947,Comedy|Crime|Drama|Romance,Michael Angarano,Dear Wendy ,2572,William Hootkins,English,Italy,Unrated,50000000,526
Claudia Llosa,97,43,47,Zen McGrath,144,Drama,Ian Tracey,Aloft ,326,William Shimell,English,Spain,R,8000000,63
Charles Binamé,124,2,23,Roy Dupuis,413,Biography|Drama|Sport,Stephen McHattie,The Rocket: The Legend of Rocket Richard ,733,Julie LeBreton,French,Canada,PG,8000000,265
Ol Parker,90,21,112,Ben Miles,186,Comedy|Drama|Romance,Celia Imrie,Imagine Me & You ,619,Darren Boyd,English,UK,R,7900000,119
Bruce Beresford,104,78,189,Lucy Fry,502,Drama,Mckenna Grace,Mr. Church ,1546,Natalie Coughlin,English,USA,PG-13,8000000,206
David Webb Peoples,90,73,26,Joan Chen,848,Action|Sci-Fi|Sport,Delroy Lindo,The Blood of Heroes ,1526,Anna Katarina,English,Australia,R,10000000,643
Michael Winnick,106,155,391,Helena Mattsson,981,Action,Scott Takeda,Code of Honor ,2741,Craig Sheffer,English,USA,R,8000000,505
George Tillman Jr.,115,88,890,Mekhi Phifer,1000,Comedy|Drama,Vanessa Williams,Soul Food ,4737,Vivica A. Fox,English,USA,R,7500000,1000
Stanley Tong,89,7,36,Anita Mui,186,Action|Comedy,Françoise Yip,Rumble in the Bronx ,407,Garvin Cross,Cantonese,Hong Kong,R,7500000,147
Eli Roth,94,0,658,Lauren German,1000,Horror,Jay Hernandez,Hostel: Part II ,4707,Stanislav Ianevski,English,USA,R,10000000,683
Tony Richardson,109,62,518,Beau Bridges,584,Comedy|Drama|Romance,Joely Richardson,The Hotel New Hampshire ,2024,Nastassja Kinski,English,UK,R,7500000,552
Joe Carnahan,105,248,147,Chi McBride,673,Crime|Drama|Mystery|Thriller,Jason Patric,Narc ,1442,Alan Van Sprang,English,USA,R,7500000,466
Paul Gross,102,329,280,Paul Gross,611,Comedy|Drama|Romance|Sport,Molly Parker,Men with Brooms ,1834,Kari Matchett,English,Canada,R,7500000,329
Charles Robert Carner,97,18,742,Jenny McCarthy,834,Comedy|Crime,Ivana Milicevic,Witless Protection ,4091,Richard Bull,English,USA,PG-13,7500000,749
Russell Holt,118,0,249,Brenda Strong,373,Drama|Romance,Eric Johnson,The Work and the Glory ,1233,Tiffany Dupont,English,USA,PG,7500000,266
Claude Miller,103,27,59,Edouard Baer,71,Comedy|Crime|Drama|Romance|Thriller,Sandrine Kiberlain,Alias Betty ,262,Roschdy Zem,French,France,,50000000,59
Michael Winterbottom,93,187,158,Om Puri,631,Drama|Romance|Sci-Fi|Thriller,Samantha Morton,Code 46 ,1176,Natalie Mendoza,English,UK,R,7500000,163
Jeta Amata,95,20,36,Nathin Butler,262,Action|Crime|Drama|Thriller,Akon,Black November ,409,Razaaq Adoti,English,Nigeria,,7500000,65
Siddharth Anand,153,5,60,Mary Goggin,532,Comedy|Family|Romance,Saif Ali Khan,Ta Ra Rum Pum ,902,Vic Aviles,Hindi,USA,,6000000,249
Vincent Paronnaud,89,10,106,Gena Rowlands,963,Animation|Biography|Drama|War,Catherine Deneuve,Persepolis ,1754,Danielle Darrieux,French,France,PG-13,7300000,545
Joe Dante,92,287,664,Teri Polo,844,Adventure|Fantasy|Thriller,Bruce Dern,The Hole ,4099,Haley Bennett,English,USA,PG-13,12000000,708
Dennis Gansel,107,23,93,Elyas M'Barek,287,Drama|Thriller,Max Riemelt,The Wave ,635,Jennifer Ulrich,German,Germany,,5000000,150
Daniel Barber,97,12,641,Jack O'Connell,788,Action|Crime|Drama|Thriller,Joseph Gilgun,Harry Brown ,2486,Sean Harris,English,UK,R,7300000,698
Robert Marcarelli,100,0,440,William Hootkins,488,Action|Adventure|Fantasy|Sci-Fi|Thriller,George Coe,The Omega Code ,2428,Ayla Kell,English,USA,PG-13,7500000,488
Ernie Barbarash,104,249,96,Aki Aleong,294,Action|Thriller,Darren Shahlavi,Pound of Flesh ,835,Brahim Achabbakhe,English,Canada,R,7500000,284
Guy Hamilton,120,82,175,Lois Maxwell,244,Action|Adventure|Thriller,Desmond Llewelyn,Diamonds Are Forever ,1105,Jill St. John,English,UK,GP,7200000,177
Adrian Lyne,95,213,92,Cynthia Rhodes,225,Drama|Music|Romance,Michael Nouri,Flashdance ,791,Lee Ving,English,USA,R,4000000,174
Jane Campion,121,319,11,Ian Mune,1000,Drama|Music|Romance,Holly Hunter,The Piano ,1051,Geneviève Lemon,English,New Zealand,R,7000000,18
Jonathan Liebesman,96,474,82,Emma Caulfield,1000,Horror|Mystery|Thriller,Sullivan Stapleton,Darkness Falls ,2212,Angus Sampson,English,USA,PG-13,11000000,970
Guy Hamilton,121,82,189,Geoffrey Holder,581,Action|Adventure|Thriller,Yaphet Kotto,Live and Let Die ,1865,Clifton James,English,UK,PG,7000000,547
Jay Russell,95,13,430,Frankie Muniz,1000,Drama|Family|Sport,Clint Howard,My Dog Skip ,2515,Cody Linley,English,USA,PG,5000000,934
Salim Akil,112,70,826,Loretta Devine,1000,Comedy|Drama,Gary Dourdan,Jumping the Broom ,5959,Laz Alonso,English,USA,PG-13,6600000,912
Michael Anderson,119,23,440,Jenny Agutter,1000,Action|Adventure|Sci-Fi,Farrah Fawcett,Logan's Run ,2951,Peter Ustinov,English,USA,PG,9000000,659
Craig R. Baxley,96,22,794,Vanity,1000,Action|Comedy|Crime|Thriller,Bill Duke,Action Jackson ,5282,Carl Weathers,English,USA,R,7000000,841
Neil Marshall,100,197,159,Shauna Macdonald,513,Adventure|Horror|Thriller,MyAnna Buring,The Descent ,1379,Craig Conway,English,UK,R,3500000,239
Matt Bettinelli-Olpin,89,14,270,Allison Miller,971,Horror|Mystery,Zach Gilford,Devil's Due ,2517,Vanessa Ray,English,USA,R,7000000,479
Rob Zombie,109,0,597,Ken Foree,1000,Crime|Horror,Sid Haig,The Devil's Rejects ,3544,Lew Temple,English,USA,R,7000000,649
Rick Famuyiwa,103,44,190,Rick Fox,637,Comedy|Crime|Drama,Kimberly Elise,Dope ,1342,Kiersey Clemons,English,USA,R,7000000,256
Michael Rymer,95,48,826,Omar Epps,1000,Crime|Drama|Thriller,LL Cool J,In Too Deep ,4837,Nia Long,English,USA,R,7000000,865
Rob Zombie,105,0,303,Matthew McGrory,1000,Horror,Sid Haig,House of 1000 Corpses ,2444,Erin Daniels,English,USA,R,7000000,340
Sharron Miller,79,0,23,Elizabeth MacRae,246,Horror,Bernard Fox,Alien Zone ,345,Charles Aidman,English,USA,PG,350000,29
Steve Miner,103,49,304,Richard E. Grant,687,Action|Fantasy|Horror|Thriller,Julian Sands,Warlock ,1990,Lori Singer,English,USA,R,7000000,554
Gina Prince-Bythewood,116,107,658,Nate Parker,893,Drama|Music,Minnie Driver,Beyond the Lights ,3110,Darryl Stephens,English,USA,PG-13,7000000,664
Michael Corrente,96,30,407,George Wendt,761,Comedy|Drama|Romance,Jonathan Brandis,Outside Providence ,2018,Shawn Hatosy,English,USA,R,7000000,412
Gurinder Chadha,122,98,397,Martin Henderson,729,Comedy|Drama|Musical|Romance,Indira Varma,Bride & Prejudice ,2321,Anupam Kher,English,UK,PG-13,7000000,579
Phillip Noyce,94,176,46,David Gulpilil,116,Adventure|Biography|Drama|History,Roy Billing,Rabbit-Proof Fence ,312,Deborah Mailman,Aboriginal,Australia,PG,6000000,93
Don Michael Paul,93,70,442,Faizon Love,692,Comedy|Sport,Jeffrey Jones,Who's Your Caddy? ,3128,Lil' Wayne,English,USA,PG-13,7000000,585
Tony Maylam,96,6,38,Alun Armstrong,206,Action|Crime|Horror|Sci-Fi|Thriller,Michael J. Pollard,Split Second ,493,Alastair Duncan,English,UK,R,7000000,192
David Mamet,99,342,501,Randy Couture,1000,Drama|Sport,Alice Braga,Redbelt ,2158,Jose Pablo Cantillo,English,USA,R,7000000,518
Jay Duplass,91,157,224,Tim Guinee,490,Comedy|Drama|Romance,Matt Walsh,Cyrus ,1136,Katie Aselton,English,USA,R,7000000,259
Kevin Brodie,100,0,359,Cheryl Ladd,655,Drama|Family,Bruce McGill,A Dog of Flanders ,1906,Jack Warden,English,USA,PG,7000000,476
Paul Schrader,105,261,617,Michael McKean,783,Biography|Crime|Drama,Ed Begley Jr.,Auto Focus ,2684,Kurt Fuller,English,USA,R,7000000,658
Tim Chambers,99,2,455,Marley Shelton,1000,Drama|Sport,Ellen Burstyn,The Mighty Macs ,2589,Jennifer Butler,English,USA,G,7000000,690
Dick Richards,107,6,375,Terence Hill,963,Adventure|Drama|Romance|War,Catherine Deneuve,March or Die ,2209,Jack O'Halloran,English,UK,PG,9000000,750
Jean-Marie Poiré,107,8,39,Isabelle Nanty,106,Comedy|Fantasy|Sci-Fi,Christian Clavier,Les visiteurs ,215,Valérie Lemercier,French,France,R,50000000,54
Sofia Coppola,97,0,106,Chris Pontius,227,Comedy|Drama,Nathalie Fay,Somewhere ,684,Erin Wasson,English,USA,R,7000000,218
Alex Zamm,95,43,611,Raquel Welch,1000,Comedy,Taylor Negron,Chairman of the Board ,5213,Larry Miller,English,USA,PG-13,10000000,788
Thaddeus O'Sullivan,96,5,52,Luke Newberry,766,Drama|Romance,Olivia Williams,The Heart of Me ,1251,Eleanor Bron,English,UK,R,7000000,358
Shari Springer Berman,108,30,281,Marian Seldes,474,Comedy,Lynn Cohen,The Extra Man ,2029,Dan Hedaya,English,USA,R,7000000,403
David Lam,92,4,4,Louis Koo,91,Action|Crime,Michael Wong,Z Storm ,198,Stephen Au,Cantonese,Hong Kong,,7000000,82
Francis Ford Coppola,88,0,507,Bruce Dern,1000,Comedy|Fantasy|Horror|Mystery,Alden Ehrenreich,Twixt ,3150,Joanne Whalley,English,USA,R,7000000,844
Vladlen Barbe,80,0,26,Wendee Lee,99,Adventure|Animation|Family,Erin Fitzgerald,Snow Queen ,218,Ivan Okhlobystin,Russian,Russia,PG,7000000,62
Richard Rich,45,24,29,Kate Higgins,122,Action|Adventure|Animation|Comedy|Drama|Family|Fantasy|Thriller,Debi Derryberry,Alpha and Omega 4: The Legend of the Saw Toothed Cave ,236,Cindy Robinson,,USA,,7000000,35
Kenny Ortega,111,197,578,Corbin Bleu,755,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,High School Musical 2 ,3009,Olesya Rulin,English,USA,TV-G,7000000,632
Kim Nguyen,96,16,63,Justin Edward Seale,149,Drama|Romance,Gordon Pinsent,Two Lovers and a Bear ,414,John Ralston,English,Canada,,8700000,147
Max Färberböck,125,4,36,Johanna Wokalek,177,Biography|Drama|Romance|War,Heike Makatsch,Aimee & Jaguar ,333,Maria Schrader,German,Germany,,15000000,66
Arie Posin,108,3,436,John Heard,710,Comedy|Drama,Rory Culkin,The Chumscrubber ,2119,Tim DeKay,English,USA,R,6800000,697
Damian Nieman,101,0,83,Jason Cerbone,240,Crime|Thriller,Glenn Plummer,Shade ,490,Mark De Alessandro,English,USA,R,6800000,83
Gabriele Muccino,125,125,11,Silvio Muccino,60,Comedy|Drama|Romance,Laura Morante,"Remember Me, My Love ",132,Giulia Michelini,Italian,Italy,R,5000000,29
José Padilha,115,294,15,Fernanda Machado,585,Action|Crime|Drama|Thriller,Wagner Moura,Elite Squad ,666,André Ramiro,Portuguese,Brazil,R,4000000,39
John R. Leonetti,99,40,300,Annabelle Wallis,1000,Horror|Mystery,Alfre Woodard,Annabelle ,2323,Gabriel Bateman,English,USA,R,6500000,421
Rachel Perkins,88,3,38,Magda Szubanski,46,Comedy|Drama|Musical,Deborah Mailman,Bran Nue Dae ,225,Jessica Mauboy,English,Australia,PG-13,6500000,46
John Singleton,112,309,15,Lloyd Avery II,27,Crime|Drama,John Cothran,Boyz n the Hood ,106,Na'Blonka Durden,English,USA,R,6000000,26
Luis Valdez,108,7,51,Rosanna DeSoto,699,Biography|Drama|Music,Esai Morales,La Bamba ,936,Danielle von Zerneck,English,USA,PG-13,6500000,63
Brian De Palma,104,0,517,David Margulies,754,Mystery|Romance|Thriller,Angie Dickinson,Dressed to Kill ,2442,Nancy Allen,English,USA,X,6500000,567
Stephen Sommers,108,208,689,Frances Conroy,876,Adventure|Comedy|Drama|Family,Curtis Armstrong,The Adventures of Huck Finn ,4840,Anne Heche,English,USA,PG,6500000,827
