movie_title,duration,genres,language,country,content_rating,budget,genre_Drama,genre_Comedy,genre_Romance,genre_Thriller,genre_Crime,genre_Action,genre_Adventure,genre_Horror,genre_Family,genre_Fantasy,genre_Other,director_name,actor_1_name,actor_2_name,actor_3_name,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,gross,imdb_score,movie_facebook_likes,num_critic_for_reviews,num_voted_users,num_user_for_reviews,gross_margin
Time Bandits ,103.0,Adventure|Comedy|Fantasy|Sci-Fi,English,UK,PG,5000000.0,False,True,False,False,False,False,True,False,False,True,True,Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker,0.0,629.0,561.0,504.0,2730,42365600.0,7.0,0,139.0,45890,177.0,7.47312
How High ,93.0,Comedy|Fantasy,English,USA,R,12000000.0,False,True,False,False,False,False,False,False,False,True,False,Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne,58.0,995.0,729.0,722.0,6105,31155435.0,6.2,0,34.0,42644,102.0,1.59628625
Katy Perry: Part of Me ,93.0,Documentary|Music,English,USA,PG,12000000.0,False,False,False,False,False,False,False,False,False,False,True,Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,4.0,28.0,9.0,8.0,52,25240988.0,5.9,0,68.0,12383,50.0,1.1034156666666666
Stir of Echoes ,99.0,Horror|Mystery|Thriller,English,USA,R,12000000.0,False,False,False,True,False,False,False,True,False,False,True,David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus,192.0,347.0,301.0,282.0,1254,21133087.0,7.0,0,164.0,62468,374.0,0.7610905833333333
The Upside of Anger ,118.0,Comedy|Drama,English,USA,R,9000000.0,True,True,False,False,False,False,False,False,False,False,False,Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,57.0,975.0,931.0,805.0,2944,18761993.0,6.9,549,125.0,19007,219.0,1.084665888888889
Aquamarine ,104.0,Comedy|Family|Fantasy|Romance,English,USA,PG,12000000.0,False,True,True,False,False,False,False,False,True,True,False,Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,20.0,836.0,826.0,717.0,3963,18595716.0,5.3,0,66.0,30462,150.0,0.549643
Paper Towns ,109.0,Drama|Mystery|Romance,English,USA,PG-13,12000000.0,True,False,True,False,False,False,False,False,False,False,True,Jake Schreier,Nat Wolff,Cara Delevingne,Meg Crosbie,14.0,733.0,558.0,376.0,2753,31990064.0,6.4,0,191.0,63390,160.0,1.6658386666666667
Tales from the Crypt: Demon Knight ,92.0,Action|Fantasy|Horror|Thriller,English,USA,R,13000000.0,False,False,False,True,False,True,False,True,False,True,False,Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,226.0,1000.0,851.0,580.0,3931,21088568.0,6.7,0,66.0,16646,104.0,0.6221975384615385
Max Keeble's Big Move ,91.0,Comedy|Crime|Family,English,USA,PG,12000000.0,False,True,False,False,True,False,False,False,True,False,False,Tim Hill,Noel Fisher,Amber Valletta,Larry Miller,25.0,833.0,626.0,611.0,4551,17292381.0,5.3,371,37.0,5794,69.0,0.44103175
Sorority Boys ,93.0,Comedy,English,USA,R,12000000.0,False,True,False,False,False,False,False,False,False,False,False,Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Harland Williams,32.0,529.0,526.0,503.0,2393,10198766.0,5.4,507,53.0,12007,105.0,-0.15010283333333332
Project Almanac ,106.0,Sci-Fi|Thriller,English,USA,PG-13,12000000.0,False,False,False,True,False,False,False,False,False,False,True,Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,16.0,452.0,328.0,265.0,1819,22331028.0,6.4,0,177.0,57349,177.0,0.860919
Cadillac Records ,109.0,Biography|Drama|Music,English,USA,R,12000000.0,True,False,False,False,False,False,False,False,False,False,True,Darnell Martin,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,67.0,436.0,223.0,192.0,1141,8134217.0,7.0,0,81.0,15412,90.0,-0.32214858333333335
Screwed ,81.0,Comedy|Crime,English,USA,PG-13,10000000.0,False,True,False,False,True,False,False,False,False,False,False,Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley,25.0,931.0,744.0,654.0,3848,6982680.0,5.7,262,29.0,6965,69.0,-0.301732
Fortress ,95.0,Action|Crime|Sci-Fi|Thriller,English,Australia,R,8000000.0,False,False,False,True,True,True,False,False,False,False,True,Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,216.0,1000.0,1000.0,968.0,4755,6739141.0,5.9,1000,58.0,23383,68.0,-0.157607375
For Your Consideration ,86.0,Comedy,English,USA,PG-13,12000000.0,False,True,False,False,False,False,False,False,False,False,False,Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,378.0,957.0,925.0,783.0,3535,5542025.0,6.3,650,144.0,12197,150.0,-0.5381645833333333
Girl 6 ,108.0,Comedy|Drama,English,USA,R,12000000.0,True,True,False,False,False,False,False,False,False,False,False,Spike Lee,Michael Imperioli,Debi Mazar,Gretchen Mol,0.0,873.0,680.0,599.0,4497,4903000.0,5.0,251,30.0,4961,33.0,-0.5914166666666667
In the Cut ,113.0,Mystery|Thriller,English,Australia,R,12000000.0,False,False,False,True,False,False,False,False,False,False,True,Jane Campion,Jennifer Jason Leigh,Nick Damici,Susan Gardner,319.0,1000.0,65.0,48.0,1171,4717455.0,5.3,656,138.0,18632,354.0,-0.60687875
Two Lovers ,110.0,Drama|Romance,English,USA,R,12000000.0,True,False,True,False,False,False,False,False,False,False,False,James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,115.0,812.0,580.0,103.0,1540,3148482.0,7.1,0,190.0,29613,98.0,-0.7376265
Ravenous ,101.0,Fantasy|Horror|Thriller,English,Czech Republic,R,12000000.0,False,False,False,True,False,False,False,True,False,True,False,Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette,61.0,769.0,692.0,611.0,2543,2060953.0,7.1,0,131.0,29990,316.0,-0.8282539166666667
The Dangerous Lives of Altar Boys ,104.0,Comedy|Drama,English,USA,R,12000000.0,True,True,False,False,False,False,False,False,False,False,False,Peter Care,Kieran Culkin,Michael Harding,Jake Richardson,0.0,1000.0,165.0,77.0,1292,1779284.0,7.1,677,78.0,12047,122.0,-0.8517263333333334
2046 ,129.0,Drama|Romance|Sci-Fi,Cantonese,Hong Kong,R,12000000.0,True,False,True,False,False,False,False,False,False,False,True,Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,0.0,878.0,643.0,576.0,2378,261481.0,7.5,0,194.0,41496,210.0,-0.9782099166666667
Married Life ,91.0,Crime|Drama|Romance,English,USA,PG-13,12000000.0,True,False,True,False,True,False,False,False,False,False,False,Ira Sachs,David Richmond-Peck,Erin Boyes,Timothy Webber,60.0,60.0,46.0,18.0,141,1506998.0,6.3,314,121.0,8014,50.0,-0.8744168333333333
Duma ,100.0,Adventure|Drama|Family,English,USA,PG,12000000.0,True,False,False,False,False,False,True,False,True,False,False,Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,19.0,706.0,442.0,393.0,1579,860002.0,7.3,0,38.0,6454,43.0,-0.9283331666666667
Ondine ,111.0,Drama|Mystery|Romance,English,Ireland,PG-13,12000000.0,True,False,True,False,False,False,False,False,False,False,True,Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda,277.0,845.0,327.0,289.0,1554,548934.0,6.8,0,123.0,16863,57.0,-0.9542555
Brother ,114.0,Crime|Drama|Thriller,English,USA,R,10000000.0,True,False,False,True,True,False,False,False,False,False,False,Takeshi Kitano,Omar Epps,Tatyana Ali,James Shigeta,0.0,865.0,685.0,403.0,2126,447750.0,7.2,0,81.0,18520,133.0,-0.955225
Welcome to Collinwood ,86.0,Comedy|Crime,English,USA,R,12000000.0,False,True,False,False,True,False,False,False,False,False,False,Anthony Russo,Michael Jeter,Isaiah Washington,Andy Davoli,94.0,693.0,534.0,146.0,1373,333976.0,6.4,423,72.0,12559,90.0,-0.9721686666666667
Critical Care ,107.0,Comedy|Drama,English,Australia,R,12000000.0,True,True,False,False,False,False,False,False,False,False,False,Sidney Lumet,Kyra Sedgwick,Anne Bancroft,Albert Brooks,0.0,941.0,754.0,745.0,3099,141853.0,6.0,88,25.0,1427,12.0,-0.9881789166666667
Trade ,120.0,Crime|Drama|Thriller,English,Germany,R,12000000.0,True,False,False,True,True,False,False,False,False,False,False,Marco Kreuzpaintner,Zack Ward,Kate del Castillo,Alicja Bachleda,7.0,662.0,345.0,289.0,1952,214202.0,7.5,0,69.0,14831,75.0,-0.9821498333333334
City of Life and Death ,132.0,Drama|History|War,Mandarin,China,R,12000000.0,True,False,False,False,False,False,False,False,False,False,True,Chuan Lu,Ye Liu,Yuanyuan Gao,Ryu Kohata,14.0,52.0,32.0,3.0,91,119922.0,7.7,0,149.0,8429,62.0,-0.9900065
5 Days of War ,113.0,Action|Drama|War,English,Georgia,R,20000000.0,True,False,False,False,False,True,False,False,False,False,True,Renny Harlin,Richard Coyle,Kenneth Cranham,Ana Imnadze,212.0,567.0,111.0,18.0,708,17149.0,5.6,0,74.0,12128,61.0,-0.99914255
Pet Sematary ,103.0,Fantasy|Horror,English,USA,R,11500000.0,False,False,False,False,False,False,False,True,False,True,False,Mary Lambert,Miko Hughes,Fred Gwynne,Denise Crosby,52.0,969.0,886.0,426.0,2987,57469179.0,6.6,0,98.0,63855,248.0,3.9973199130434782
Madadayo ,134.0,Drama,Japanese,Japan,,11900000.0,True,False,False,False,False,False,False,False,False,False,False,Akira Kurosawa,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,0.0,15.0,6.0,4.0,30,48856.0,7.5,355,25.0,3466,40.0,-0.9958944537815126
Major League ,107.0,Comedy|Sport,English,USA,R,11000000.0,False,True,False,False,False,False,False,False,False,False,True,David S. Ward,Corbin Bernsen,Tom Berenger,Rene Russo,42.0,1000.0,854.0,808.0,3435,49797148.0,7.2,0,57.0,49007,97.0,3.5270134545454543
Dead Man Walking ,122.0,Crime|Drama,English,UK,R,11000000.0,True,False,False,False,True,False,False,False,False,False,False,Tim Robbins,Lois Smith,Celia Weston,Robert Prosky,0.0,276.0,258.0,191.0,903,39025000.0,7.6,0,77.0,73193,190.0,2.547727272727273
Saw VI ,92.0,Horror|Mystery,English,Canada,R,11000000.0,False,False,False,False,False,False,False,True,False,False,True,Kevin Greutert,Costas Mandylor,Shawnee Smith,George Newbern,52.0,723.0,651.0,647.0,3101,27669413.0,6.0,0,156.0,76207,194.0,1.5154011818181818
The Secret Life of Bees ,110.0,Drama,English,USA,PG-13,11000000.0,True,False,False,False,False,False,False,False,False,False,False,Gina Prince-Bythewood,Nate Parker,Alicia Keys,Jennifer Hudson,107.0,664.0,551.0,549.0,3376,37766350.0,7.3,0,109.0,19440,56.0,2.4333045454545457
Corky Romano ,86.0,Comedy|Crime,English,USA,PG-13,11000000.0,False,True,False,False,True,False,False,False,False,False,False,Rob Pritts,Vincent Pastore,Vinessa Shaw,Peter Berg,5.0,584.0,580.0,532.0,3850,23978402.0,4.6,365,62.0,10966,100.0,1.1798547272727273
Raising Cain ,91.0,Crime|Drama|Thriller,English,USA,R,12000000.0,True,False,False,True,True,False,False,False,False,False,False,Brian De Palma,Steven Bauer,Gabrielle Carteris,Gregg Henry,0.0,636.0,330.0,298.0,1852,21370057.0,6.0,541,33.0,9903,80.0,0.7808380833333334
Invaders from Mars ,100.0,Horror|Sci-Fi,English,USA,PG,12000000.0,False,False,False,False,False,False,False,True,False,False,True,Tobe Hooper,Louise Fletcher,Bud Cort,William Bassett,365.0,425.0,394.0,225.0,1661,4884663.0,5.5,902,52.0,5187,64.0,-0.59294475
Out Cold ,89.0,Comedy|Sport,English,USA,PG-13,11000000.0,False,True,False,False,False,False,False,False,False,False,True,Brendan Malloy,Lee Majors,Jason London,Thomas Lennon,2.0,799.0,711.0,651.0,4291,13903262.0,6.3,0,37.0,14656,90.0,0.2639329090909091
Tomcats ,95.0,Comedy,English,USA,R,11000000.0,False,True,False,False,False,False,False,False,False,False,False,Gregory Poirier,Shannon Elizabeth,Jake Busey,David Ogden Stiers,5.0,1000.0,660.0,443.0,2729,13558739.0,5.3,449,75.0,15427,121.0,0.23261263636363635
Slackers ,86.0,Comedy|Romance,English,Canada,R,11000000.0,False,True,True,False,False,False,False,False,False,False,False,Dewey Nicks,Jaime King,Gedde Watanabe,Jim Rash,4.0,960.0,448.0,424.0,2415,4814244.0,5.3,405,66.0,12437,107.0,-0.5623414545454546
The Visual Bible: The Gospel of John ,125.0,Biography|Drama|History,English,Canada,PG-13,17000000.0,True,False,False,False,False,False,False,False,False,False,True,Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy,10.0,866.0,147.0,109.0,1281,4068087.0,7.7,0,25.0,2164,74.0,-0.7607007647058823
The Guru ,94.0,Comedy|Music|Romance,English,UK,R,11000000.0,False,True,True,False,False,False,False,False,False,False,True,Daisy von Scherler Mayer,Michael McKean,Dash Mihok,Jimi Mistry,18.0,658.0,463.0,183.0,1559,3034181.0,5.4,550,70.0,13622,128.0,-0.7241653636363636
The Perez Family ,113.0,Comedy|Drama|Romance,English,USA,R,11000000.0,True,True,True,False,False,False,False,False,False,False,False,Mira Nair,Anjelica Huston,Chazz Palminteri,Vincent Gallo,300.0,1000.0,979.0,787.0,3072,2832826.0,6.2,174,15.0,1761,19.0,-0.7424703636363637
Copying Beethoven ,104.0,Biography|Drama|Music,English,USA,PG-13,11000000.0,True,False,False,False,False,False,False,False,False,False,True,Agnieszka Holland,Phyllida Law,David Kennedy,Angus Barnett,238.0,60.0,35.0,22.0,150,352786.0,6.8,0,78.0,11132,86.0,-0.9679285454545454
Jindabyne ,118.0,Crime|Drama|Mystery|Thriller,English,Australia,R,15000000.0,True,False,False,True,True,False,False,False,False,False,True,Ray Lawrence,John Howard,Deborra-Lee Furness,Max Cullen,10.0,172.0,71.0,48.0,378,399879.0,6.4,302,75.0,5772,115.0,-0.9733414
An Ideal Husband ,97.0,Comedy|Romance,English,UK,PG-13,14000000.0,False,True,True,False,False,False,False,False,False,False,False,Oliver Parker,Minnie Driver,Rupert Everett,Jeremy Northam,32.0,893.0,692.0,327.0,2640,18535191.0,6.9,646,105.0,12980,132.0,0.3239422142857143
The Last Days on Mars ,98.0,Horror|Sci-Fi|Thriller,English,UK,R,7000000.0,False,False,False,True,False,False,False,True,False,False,True,Ruairi Robinson,Romola Garai,Olivia Williams,Tom Cullen,7.0,805.0,766.0,507.0,2271,23838.0,5.5,0,120.0,28570,160.0,-0.9965945714285714
Darkness ,103.0,Horror,English,USA,PG-13,10600000.0,False,False,False,False,False,False,False,True,False,False,False,Jaume Balagueró,Lena Olin,Giancarlo Giannini,Francesc Pagès,57.0,541.0,451.0,132.0,1228,22160085.0,5.4,1000,108.0,16747,349.0,1.0905740566037736
There Goes My Baby ,99.0,Comedy|Drama,English,USA,R,10500000.0,True,True,False,False,False,False,False,False,False,False,False,Floyd Mutrux,Ricky Schroder,Kelli Williams,Seymour Cassel,11.0,665.0,446.0,327.0,2272,125169.0,6.4,119,5.0,859,31.0,-0.9880791428571428
September Dawn ,111.0,Drama|History|Romance|Western,,USA,R,11000000.0,True,False,True,False,False,False,False,False,False,False,True,Christopher Cain,Jon Gries,Taylor Handley,Trent Ford,58.0,482.0,362.0,258.0,1526,1066555.0,5.8,411,43.0,2618,111.0,-0.9030404545454546
For Greater Glory: The True Story of Cristiada ,145.0,Drama|History|War,Spanish,Mexico,R,10818775.0,True,False,False,False,False,False,False,False,False,False,True,Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,0.0,639.0,377.0,280.0,1807,5669081.0,6.6,0,43.0,3665,57.0,-0.47599603467120816
The Purge: Election Year ,109.0,Action|Horror|Sci-Fi|Thriller,English,France,R,10000000.0,False,False,False,True,False,True,False,True,False,False,True,James DeMonaco,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,65.0,798.0,465.0,393.0,2480,78845130.0,6.1,0,165.0,17596,94.0,6.884513
White Noise ,101.0,Drama|Horror|Mystery|Thriller,English,UK,PG-13,10000000.0,True,False,False,True,False,False,False,True,False,False,True,Geoffrey Sax,Deborah Kara Unger,Keegan Connor Tracy,Mike Dopud,13.0,494.0,392.0,368.0,2013,55865715.0,5.5,0,173.0,41763,403.0,4.5865715
Madea's Family Reunion ,107.0,Comedy|Drama|Romance,English,USA,PG-13,6000000.0,True,True,True,False,False,False,False,False,False,False,False,Tyler Perry,Boris Kodjoe,Cicely Tyson,Blair Underwood,0.0,1000.0,907.0,685.0,5264,63231524.0,5.0,676,46.0,8962,137.0,9.538587333333334
The Mighty Ducks ,100.0,Comedy|Drama|Family|Sport,English,USA,PG,10000000.0,True,True,False,False,False,False,False,False,True,False,True,Stephen Herek,Lane Smith,Shaun Weiss,Elden Henson,65.0,633.0,613.0,577.0,3362,50752337.0,6.4,0,22.0,44502,46.0,4.0752337
Oliver! ,153.0,Drama|Family|Musical,English,UK,G,10000000.0,True,False,False,False,False,False,False,False,True,False,True,Carol Reed,Oliver Reed,Ron Moody,Jack Wild,82.0,695.0,275.0,139.0,1593,16800000.0,7.5,0,56.0,25303,138.0,0.68
Recess: School's Out ,82.0,Animation|Comedy|Family|Mystery|Sci-Fi,English,USA,G,23000000.0,False,True,False,False,False,False,False,False,True,False,True,Chuck Sheetz,Diedrich Bader,Andrew Lawrence,Dabney Coleman,6.0,759.0,563.0,345.0,2197,36696761.0,6.5,227,44.0,6808,38.0,0.595511347826087
Friday After Next ,85.0,Comedy|Drama,English,USA,R,20000000.0,True,True,False,False,False,False,False,False,False,False,False,Marcus Raboy,John Witherspoon,Mike Epps,Katt Williams,7.0,723.0,706.0,615.0,3712,32983713.0,5.8,981,26.0,19284,66.0,0.64918565
The Lawnmower Man ,140.0,Horror|Sci-Fi,English,UK,R,10000000.0,False,False,False,False,False,False,False,True,False,False,True,Brett Leonard,Jeff Fahey,Austin O'Brien,Troy Evans,32.0,535.0,211.0,120.0,1109,32101000.0,5.4,0,48.0,27800,96.0,2.2101
Nick and Norah's Infinite Playlist ,90.0,Comedy|Drama|Music|Romance,English,USA,PG-13,9000000.0,True,True,True,False,False,False,False,False,False,False,True,Peter Sollett,Ari Graynor,Alexis Dziena,Aaron Yoo,6.0,904.0,715.0,617.0,2807,31487293.0,6.7,0,166.0,74887,129.0,2.4985881111111112
The Banger Sisters ,98.0,Comedy|Drama,English,USA,R,10000000.0,True,True,False,False,False,False,False,False,False,False,False,Bob Dolman,Erika Christensen,Eva Amurri Martino,Sal Lopez,7.0,931.0,797.0,73.0,1917,30306281.0,5.6,744,92.0,12388,147.0,2.0306281
Twilight Zone: The Movie ,101.0,Fantasy|Horror|Sci-Fi,English,USA,PG,10000000.0,False,False,False,False,False,False,False,True,False,True,True,Joe Dante,Albert Brooks,Al Leong,Vic Morrow,287.0,745.0,730.0,257.0,1954,29500000.0,6.5,0,78.0,25613,121.0,1.95
Road House ,114.0,Action|Thriller,English,USA,R,17000000.0,False,False,False,True,False,True,False,False,False,False,False,Rowdy Herrington,Ben Gazzara,Kevin Tighe,Kelly Lynch,9.0,623.0,472.0,466.0,2484,30050028.0,6.5,0,83.0,42987,201.0,0.7676487058823529
A Low Down Dirty Shame ,100.0,Action|Comedy|Crime,English,USA,R,10000000.0,False,True,False,False,True,True,False,False,False,False,False,Keenen Ivory Wayans,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,322.0,851.0,543.0,534.0,3190,29392418.0,5.8,368,8.0,3924,26.0,1.9392418
Swimfan ,85.0,Drama|Thriller,English,USA,PG-13,8500000.0,True,False,False,True,False,False,False,False,False,False,False,John Polson,Erika Christensen,Shiri Appleby,Jason Ritter,21.0,931.0,855.0,782.0,3819,28563926.0,5.0,720,86.0,16300,217.0,2.3604618823529413
Employee of the Month ,103.0,Comedy|Romance,English,USA,PG-13,12000000.0,False,True,True,False,False,False,False,False,False,False,False,Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,27.0,1000.0,809.0,534.0,4441,28435406.0,5.5,0,85.0,37681,151.0,1.3696171666666668
Can't Hardly Wait ,100.0,Comedy|Romance,English,USA,PG-13,10000000.0,False,True,True,False,False,False,False,False,False,False,False,Harry Elfont,Ethan Embry,Lauren Ambrose,Charlie Korsmo,4.0,982.0,945.0,678.0,4259,25339117.0,6.5,0,76.0,37885,247.0,1.5339117
Valentine ,96.0,Horror|Mystery|Thriller,English,USA,R,10000000.0,False,False,False,True,False,False,False,True,False,False,True,Jamie Blanks,Marley Shelton,Jessica Capshaw,Johnny Whitworth,9.0,690.0,533.0,448.0,2402,20384136.0,4.7,0,120.0,20467,371.0,1.0384136
Kit Kittredge: An American Girl ,101.0,Drama|Family,English,USA,G,10000000.0,True,False,False,False,False,False,False,False,True,False,False,Patricia Rozema,Julia Ormond,Jane Krakowski,Willow Smith,22.0,918.0,624.0,558.0,3317,17655201.0,6.7,851,73.0,4719,24.0,0.7655201
The Perfect Man ,100.0,Comedy|Family|Romance,English,USA,PG,25000000.0,False,True,True,False,False,False,False,False,True,False,False,Mark Rosman,Ben Feldman,Chris Noth,Vanessa Lengies,15.0,1000.0,962.0,804.0,4789,16247775.0,5.5,767,65.0,23527,104.0,-0.350089
The Corruptor ,110.0,Action|Crime|Drama|Mystery|Thriller,English,USA,R,30000000.0,True,False,False,True,True,True,False,False,False,False,True,James Foley,Byron Mann,Paul Ben-Victor,Kim Chan,164.0,258.0,218.0,45.0,571,15156200.0,6.0,328,91.0,15358,131.0,-0.4947933333333333
Reno 911!: Miami ,84.0,Comedy|Crime,English,USA,R,10000000.0,False,True,False,False,True,False,False,False,False,False,False,Robert Ben Garant,Wendi McLendon-Covey,Thomas Lennon,Carlos Alazraqui,134.0,655.0,651.0,307.0,2737,20339754.0,5.9,441,89.0,23928,73.0,1.0339754
One Direction: This Is Us ,106.0,Documentary|Music,English,USA,PG,10000000.0,False,False,False,False,False,False,False,False,False,False,True,Morgan Spurlock,Harry Styles,Zayn Malik,Niall Horan,293.0,773.0,734.0,547.0,2787,28873374.0,4.1,0,83.0,22161,68.0,1.8873374
Hey Arnold! The Movie ,76.0,Adventure|Animation|Comedy|Family,English,USA,PG,3000000.0,False,True,False,False,False,False,True,False,True,False,True,Tuck Tucker,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,14.0,1000.0,811.0,636.0,3752,13684949.0,5.9,227,33.0,4564,43.0,3.561649666666667
Love Jones ,104.0,Drama|Romance,English,USA,R,10000000.0,True,False,True,False,False,False,False,False,False,False,False,Theodore Witcher,Leonard Roberts,Nia Long,Larenz Tate,28.0,962.0,826.0,582.0,3871,12514138.0,7.4,1000,16.0,2801,28.0,0.2514138
End of the Spear ,108.0,Adventure|Drama,English,USA,PG-13,10000000.0,True,False,False,False,False,False,True,False,False,False,False,Jim Hanon,Chase Ellison,Chad Allen,Jack Guzman,2.0,772.0,232.0,30.0,1058,11703287.0,7.0,1000,47.0,4360,148.0,0.1703287
MacGruber ,95.0,Action|Comedy|Romance,English,USA,R,10000000.0,False,True,True,False,False,True,False,False,False,False,False,Jorma Taccone,Jasper Cole,Will Forte,Powers Boothe,434.0,1000.0,622.0,472.0,2618,8460995.0,5.5,0,163.0,35888,125.0,-0.1539005
Dirty Pretty Things ,97.0,Crime|Drama|Thriller,English,UK,R,10000000.0,True,False,False,True,True,False,False,False,False,False,False,Stephen Frears,Sophie Okonedo,Benedict Wong,Sergi López,350.0,460.0,372.0,250.0,1334,8111360.0,7.4,0,137.0,34848,203.0,-0.188864
Over Her Dead Body ,95.0,Comedy|Fantasy|Romance,English,USA,PG-13,10000000.0,False,True,True,False,False,False,False,False,False,True,False,Jeff Lowell,Stephen Root,William Morgan Sheppard,Wendi McLendon-Covey,4.0,939.0,702.0,655.0,3651,7563670.0,5.2,518,100.0,21268,53.0,-0.243633
Teacher's Pet ,74.0,Animation|Comedy|Family|Fantasy|Musical,English,USA,PG,10000000.0,False,True,False,False,False,False,False,False,True,True,True,Timothy Björklund,Nathan Lane,Kelsey Grammer,Jerry Stiller,0.0,886.0,808.0,719.0,5139,6491350.0,5.8,49,33.0,1231,26.0,-0.350865
The Red Violin ,130.0,Drama|Music|Mystery|Romance,French,Canada,R,10000000.0,True,False,True,False,False,False,False,False,False,False,True,François Girard,Johannes Silberschneider,Clotilde Mollet,Carlo Cecchi,63.0,24.0,3.0,2.0,29,9473382.0,7.7,0,94.0,26832,247.0,-0.0526618
Bad Words ,89.0,Comedy|Drama,English,USA,R,10000000.0,True,True,False,False,False,False,False,False,False,False,False,Jason Bateman,Beth Grant,Philip Baker Hall,Patricia Belcher,0.0,628.0,497.0,322.0,2061,7764027.0,6.7,0,126.0,38459,119.0,-0.2235973
Black or White ,121.0,Drama,English,USA,PG-13,9000000.0,True,False,False,False,False,False,False,False,False,False,False,Mike Binder,Jennifer Ehle,Gillian Jacobs,Jillian Estell,57.0,1000.0,837.0,664.0,3745,21569041.0,6.6,0,91.0,8058,57.0,1.396560111111111
On the Line ,85.0,Comedy|Family|Romance,English,USA,PG,16000000.0,False,True,True,False,False,False,False,False,True,False,False,Eric Bross,Jerry Stiller,Tamala Jones,Dave Foley,49.0,719.0,405.0,401.0,2446,4356743.0,4.1,0,46.0,3662,79.0,-0.7277035625
I Am Love ,120.0,Drama|Romance,Italian,Italy,R,10000000.0,True,False,True,False,False,False,False,False,False,False,False,Luca Guadagnino,Flavio Parenti,Waris Ahluwalia,Alba Rohrwacher,64.0,144.0,110.0,72.0,474,5004648.0,7.0,0,181.0,14031,114.0,-0.4995352
Atlas Shrugged II: The Strike ,111.0,Drama|Mystery|Sci-Fi,English,USA,PG-13,10000000.0,True,False,False,False,False,False,False,False,False,False,True,John Putch,Robert Picardo,Diedrich Bader,Esai Morales,60.0,823.0,759.0,699.0,5262,3333823.0,5.5,0,23.0,5612,122.0,-0.6666177
The Limey ,89.0,Crime|Drama|Mystery|Thriller,English,USA,R,9000000.0,True,False,False,True,True,False,False,False,False,False,True,Steven Soderbergh,Peter Fonda,Lesley Ann Warren,William Lucking,0.0,402.0,296.0,132.0,1335,3193102.0,7.1,944,111.0,24412,240.0,-0.6452108888888889
The House of Mirth ,135.0,Drama|Romance,English,UK,PG,10000000.0,True,False,True,False,False,False,False,False,False,False,False,Terence Davies,Eric Stoltz,Anthony LaPaglia,Elizabeth McGovern,25.0,902.0,576.0,553.0,2735,3041803.0,7.1,345,96.0,6377,181.0,-0.6958197
Malone ,92.0,Action|Drama|Thriller,English,USA,R,10000000.0,True,False,False,True,False,True,False,False,False,False,False,Harley Cokeliss,Cliff Robertson,Tracey Walter,Dennis Burkley,4.0,754.0,324.0,311.0,1891,3060858.0,5.6,208,27.0,1768,37.0,-0.6939142
Peaceful Warrior ,120.0,Drama|Romance|Sport,English,Germany,PG-13,10000000.0,True,False,True,False,False,False,False,False,False,False,True,Victor Salva,Scott Mechlowicz,Tim DeKay,Agnes Bruckner,108.0,634.0,436.0,400.0,2673,1055654.0,7.3,0,44.0,20426,175.0,-0.8944346
Bucky Larson: Born to Be a Star ,97.0,Comedy,English,USA,R,10000000.0,False,True,False,False,False,False,False,False,False,False,False,Tom Brady,Don Johnson,Kevin Nealon,Nicholas Turturro,105.0,982.0,503.0,269.0,2603,2331318.0,3.3,0,49.0,9541,64.0,-0.7668682
Bamboozled ,135.0,Comedy|Drama|Music,English,USA,R,10000000.0,True,True,False,False,False,False,False,False,False,False,True,Spike Lee,Gillian White,Michael Rapaport,Jada Pinkett Smith,0.0,1000.0,975.0,851.0,4266,2185266.0,6.5,1000,57.0,8720,186.0,-0.7814734
